SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE,MMR1,MMR2 
7016009,SAN MATEO,PRIVATE,68999,BEECHWOOD,25,0,0,25,24
6978746,SAN MATEO,PRIVATE,69005,OUR LADY OF MT. CARME,30,0,0,30,30
6987796,SAN MATEO,PRIVATE,69005,PENINSULA CHRISTIAN S,19,0,0,19,18
6978787,SAN MATEO,PRIVATE,69005,REDEEMER LUTHERAN ELE,23,0,0,22,20
6923536,SAN MATEO,PRIVATE,69005,SEQUOIA PS & KIND.,14,0,0,14,4
6978894,SAN MATEO,PRIVATE,69005,ST. PIUS,27,0,1,26,26
6205033,SAN MATEO,PRIVATE,69005,WOODSIDE HILLS CHRIST,10,0,1,5,3
6978910,SAN MATEO,PRIVATE,69013,ST. ROBERT'S,35,0,0,35,34
6928063,SAN MATEO,PRIVATE,69021,KINDERCOURT ACAD.,23,0,0,23,23
6978829,SAN MATEO,PRIVATE,69021,ST. CHARLES,30,0,0,30,30
6999437,SAN MATEO,PRIVATE,69039,ALPHA BEACON CHRTN.,16,1,0,15,15
6978597,SAN MATEO,PRIVATE,69039,CAREY SCH.,43,2,0,41,41
7057433,SAN MATEO,PRIVATE,69039,KIDS CONNECTION ELEM.,44,0,0,44,44
9741501,SAN MATEO,PRIVATE,69039,PACIFIC RIM INTERNATI,19,0,0,19,12
7016074,SAN MATEO,PRIVATE,69039,RONALD C. WORNICK JEW,34,0,0,30,30
6978852,SAN MATEO,PRIVATE,69039,SAINT GREGORY,35,0,0,35,35
6978878,SAN MATEO,PRIVATE,69039,SAINT MATTHEW CATHOLI,60,0,1,59,59
7016108,SAN MATEO,PRIVATE,69039,SEA BREEZE,11,0,0,11,10
6978886,SAN MATEO,PRIVATE,69039,ST. MATTHEW'S EPISCOP,21,0,0,21,21
6978928,SAN MATEO,PRIVATE,69039,ST. TIMOTHY'S,23,0,0,22,22
6978498,SAN MATEO,PRIVATE,69070,ALL SOULS CATH,32,0,0,32,32
6202816,SAN MATEO,PRIVATE,69070,HILLSIDECHRISTIAN ACA,13,0,0,13,13
6978936,SAN MATEO,PRIVATE,69070,ST. VERONICA'S,36,0,0,36,36
6069223,SANTA BARBARA,PUBLIC,10421,SPECIAL EDUCATION,18,1,1,16,16
6045256,SANTA BARBARA,PUBLIC,69104,BALLARD,12,0,1,11,10
6045264,SANTA BARBARA,PUBLIC,69112,BENJAMIN FOXEN ELEM,10,0,0,10,10
6045959,SANTA BARBARA,PUBLIC,69120,ADAM (WILLIAM LAIRD),154,0,0,154,151
6045967,SANTA BARBARA,PUBLIC,69120,ALVIN ELEM.,107,0,0,107,107
6045975,SANTA BARBARA,PUBLIC,69120,ARELLANES (DON JUAN B,37,0,1,36,36
6107007,SANTA BARBARA,PUBLIC,69120,BATTLES ELEM.,123,0,0,123,123
6045272,SANTA BARBARA,PUBLIC,69120,BONITA  ELEM.,71,0,0,71,71
6046064,SANTA BARBARA,PUBLIC,69120,BRUCE (ROBERT) ELEM.,131,0,0,131,129
102848,SANTA BARBARA,PUBLIC,69120,"DAVID J. SANCHEZ, SR.",101,0,0,101,98
6046007,SANTA BARBARA,PUBLIC,69120,FAIRLAWN ELEM.,107,0,0,107,107
6119812,SANTA BARBARA,PUBLIC,69120,IDA REDMOND TAYLOR SC,111,1,0,110,109
102863,SANTA BARBARA,PUBLIC,69120,LIBERTY ELEMENTARY,95,0,1,94,92
6046031,SANTA BARBARA,PUBLIC,69120,MILLER (ISAAC) ELEM.,125,1,0,124,124
6046049,SANTA BARBARA,PUBLIC,69120,OAKLEY (CARY CALVIN),129,0,0,129,128
6109268,SANTA BARBARA,PUBLIC,69120,ONTIVEROS (JUAN PACIF,109,0,1,108,108
6046056,SANTA BARBARA,PUBLIC,69120,RICE (WILLIAM) ELEM.,104,0,0,104,104
6046023,SANTA BARBARA,PUBLIC,69120,TUNNELL (MARTIN LUTHE,81,0,0,81,81
6119804,SANTA BARBARA,PUBLIC,69138,OAK VALLEY ELEMENTARY,95,0,9,86,85
6045298,SANTA BARBARA,PUBLIC,69146,ALISO ELEMENTARY,62,2,0,60,60
6045306,SANTA BARBARA,PUBLIC,69146,CANALINO ELEM.,101,0,5,96,96
102129,SANTA BARBARA,PUBLIC,69146,CARPINTERIA FAMILY SC,13,0,0,13,13
6045322,SANTA BARBARA,PUBLIC,69146,SUMMERLAND ELEM.,12,0,0,12,12
6045348,SANTA BARBARA,PUBLIC,69161,COLD SPRING ELEM.,26,0,4,22,21
6045355,SANTA BARBARA,PUBLIC,69179,COLLEGE ELEM.,19,0,2,17,17
6118434,SANTA BARBARA,PUBLIC,69179,SANTA YNEZ VALLEY CHA,21,0,0,21,21
6067110,SANTA BARBARA,PUBLIC,69195,BRANDON ELEM.,50,0,8,42,42
6045405,SANTA BARBARA,PUBLIC,69195,EL CAMINO ELEMENTARY,37,0,0,37,37
6045421,SANTA BARBARA,PUBLIC,69195,ELLWOOD ELEM.,64,0,2,62,62
6045447,SANTA BARBARA,PUBLIC,69195,FOOTHILL ELEM.,67,0,6,61,61
6045462,SANTA BARBARA,PUBLIC,69195,HOLLISTER ELEM.,82,0,4,78,77
6045470,SANTA BARBARA,PUBLIC,69195,ISLA VISTA ELEM.,78,0,4,74,74
6045488,SANTA BARBARA,PUBLIC,69195,KELLOGG ELEM.,45,0,2,43,43
6045496,SANTA BARBARA,PUBLIC,69195,LA PATERA ELEM.,76,0,2,74,74
6045504,SANTA BARBARA,PUBLIC,69195,MOUNTAIN VIEW ELEM.,37,0,4,33,33
6045512,SANTA BARBARA,PUBLIC,69203,MARY BUREN,157,0,0,157,157
6045538,SANTA BARBARA,PUBLIC,69211,HOPE ELEM.,45,0,3,42,42
6045546,SANTA BARBARA,PUBLIC,69211,MONTE VISTA ELEM.,39,0,5,34,34
6045553,SANTA BARBARA,PUBLIC,69211,VIEJA VALLEY ELEM.,40,0,0,40,40
6045579,SANTA BARBARA,PUBLIC,69229,BUENA VISTA ELEM.,65,0,1,64,63
6045595,SANTA BARBARA,PUBLIC,69229,CRESTVIEW ELEM.,104,0,2,102,102
6045645,SANTA BARBARA,PUBLIC,69229,FILLMORE (LEONORA) EL,97,0,0,97,96
6045561,SANTA BARBARA,PUBLIC,69229,HAPGOOD (ARTHUR) ELEM,65,0,0,65,63
6045611,SANTA BARBARA,PUBLIC,69229,LA CANADA ELEM.,101,0,1,100,100
6045629,SANTA BARBARA,PUBLIC,69229,LA HONDA ELEM.,90,0,5,85,85
6045660,SANTA BARBARA,PUBLIC,69229,LOS BERROS ELEM.,57,0,1,56,55
6068902,SANTA BARBARA,PUBLIC,69229,MIGUELITO ELEM.,76,0,0,76,76
6045587,SANTA BARBARA,PUBLIC,69229,RUTH (CLARENCE) ELEM.,86,0,0,86,86
6045702,SANTA BARBARA,PUBLIC,69237,OLGA L. REED ELEM,23,0,0,23,23
6045710,SANTA BARBARA,PUBLIC,69245,LOS OLIVOS ELEM.,33,0,2,31,30
6045728,SANTA BARBARA,PUBLIC,69252,MONTECITO ELEM.,39,0,4,34,32
6045744,SANTA BARBARA,PUBLIC,69260,DUNLAP (RALPH) ELEM.,83,0,0,83,83
6045769,SANTA BARBARA,PUBLIC,69260,GRISHAM (MAY) ELEM.,68,0,0,68,68
6045777,SANTA BARBARA,PUBLIC,69260,NIGHTINGALE (JOE) ELE,122,0,0,122,122
116434,SANTA BARBARA,PUBLIC,69260,ORCUTT ACADEMY CHARTE,19,0,0,19,19
6045793,SANTA BARBARA,PUBLIC,69260,PATTERSON ROAD ELEM.,50,0,0,50,48
6045801,SANTA BARBARA,PUBLIC,69260,PINE GROVE ELEM.,63,0,0,63,63
6045736,SANTA BARBARA,PUBLIC,69260,SHAW (ALICE) ELEM.,74,0,0,74,72
6045819,SANTA BARBARA,PUBLIC,69278,ADAMS ELEMENTARY,77,0,1,75,72
6118202,SANTA BARBARA,PUBLIC,69278,CESAR CHAVEZ (CHARTER,40,0,0,39,38
6045827,SANTA BARBARA,PUBLIC,69278,CLEVELAND ELEM.,60,0,1,59,59
6045835,SANTA BARBARA,PUBLIC,69278,FRANKLIN ELEM.,60,0,0,60,58
6045850,SANTA BARBARA,PUBLIC,69278,HARDING ELEM.,72,0,4,67,63
6045884,SANTA BARBARA,PUBLIC,69278,MCKINLEY ELEM.,58,0,0,58,56
6045892,SANTA BARBARA,PUBLIC,69278,MONROE ELEM.,60,0,0,54,50
6095962,SANTA BARBARA,PUBLIC,69278,OPEN ALT. ELEM.,25,0,9,14,10
6045918,SANTA BARBARA,PUBLIC,69278,PEABODY CHARTER,102,0,2,100,100
6045926,SANTA BARBARA,PUBLIC,69278,ROOSEVELT ELEM.,79,0,6,72,60
6111603,SANTA BARBARA,PUBLIC,69278,S.B. CHARTER,38,0,6,28,23
6116875,SANTA BARBARA,PUBLIC,69278,SANTA BARBARA COMMUNI,40,0,0,39,30
6045934,SANTA BARBARA,PUBLIC,69278,WASHINGTON ELEM.,79,0,11,67,67
6046072,SANTA BARBARA,PUBLIC,69336,SOLVANG ELEM.,77,0,5,72,72
6045389,SANTA BARBARA,PUBLIC,75010,CUYAMA ELEM,21,0,0,21,21
6965701,SANTA BARBARA,PRIVATE,69120,ST. MARY OF THE ASSUM,33,0,1,30,27
6932289,SANTA BARBARA,PRIVATE,69120,VALLEY CHRTN. ACAD.,41,0,1,40,39
7102676,SANTA BARBARA,PRIVATE,69146,THE HOWARD CARDEN SCH,11,0,3,8,8
7099849,SANTA BARBARA,PRIVATE,69195,COASTLINE CHRISTIAN A,15,0,3,12,11
6991111,SANTA BARBARA,PRIVATE,69195,MONTESSORI CENTER,39,0,7,32,23
6965719,SANTA BARBARA,PRIVATE,69195,ST. RAPHAEL ELEM.,26,0,0,25,24
6940290,SANTA BARBARA,PRIVATE,69211,LAGUNA BLANCA,19,0,2,17,17
6965628,SANTA BARBARA,PRIVATE,69229,LA PURISIMA,18,1,1,16,15
7063357,SANTA BARBARA,PRIVATE,69245,THE FAMILY SCH.,10,0,2,8,8
6979009,SANTA BARBARA,PRIVATE,69252,CRANE COUNTRY DAY SCH,20,0,3,17,17
7079544,SANTA BARBARA,PRIVATE,69252,EL MONTECITO SCHOOL,16,0,4,12,12
6965669,SANTA BARBARA,PRIVATE,69252,OUR LADY OF MT. CARME,24,0,2,22,22
6928113,SANTA BARBARA,PRIVATE,69260,CHILDREN'S HOUSE MONT,17,0,0,17,13
6905335,SANTA BARBARA,PRIVATE,69260,PACIFIC CHRTN.,35,0,0,35,35
6965693,SANTA BARBARA,PRIVATE,69260,SAINT LOUIS DE MONTFO,24,0,1,23,23
6965644,SANTA BARBARA,PRIVATE,69278,MARYMOUNT ACAD.,16,0,1,15,15
6993836,SANTA BARBARA,PRIVATE,69278,NOTRE DAME,10,0,1,9,9
6965727,SANTA BARBARA,PRIVATE,69278,SAN ROQUE SCHOOL,10,0,2,8,8
6978944,SANTA BARBARA,PRIVATE,69278,SANTA BARBARA CHRTN.,10,0,0,10,10
6904957,SANTA BARBARA,PRIVATE,69278,SANTA BARBARA MONTESS,18,0,0,17,17
106534,SANTA CLARA,PUBLIC,10439,BULLIS CHARTER,56,0,3,53,53
111880,SANTA CLARA,PUBLIC,10439,DISCOVERY CHARTER,50,1,5,43,43
113704,SANTA CLARA,PUBLIC,10439,ROCKETSHIP MATEO SHEE,80,0,0,80,80
6069371,SANTA CLARA,PUBLIC,10439,SPECIAL EDUCATION,82,1,2,75,59
108167,SANTA CLARA,PUBLIC,69369,ADELANTE DUAL L. ACAD,61,0,0,61,60
6046130,SANTA CLARA,PUBLIC,69369,ARBUCKLE (CLYDE) ELEM,82,0,0,82,79
6046312,SANTA CLARA,PUBLIC,69369,CASSELL (SYLVIA) ELEM,100,0,0,98,98
6046239,SANTA CLARA,PUBLIC,69369,CESAR CHAVEZ ELEM.,102,0,0,102,102
6046189,SANTA CLARA,PUBLIC,69369,CURETON (HORACE) ELEM,97,0,0,97,96
6046114,SANTA CLARA,PUBLIC,69369,DORSA (A. J.) ELEM.,100,0,0,99,96
6046247,SANTA CLARA,PUBLIC,69369,GOSS (MILDRED) ELEM.,63,0,0,63,63
6046270,SANTA CLARA,PUBLIC,69369,HUBBARD (O. S.) ELEM.,45,0,0,45,45
107748,SANTA CLARA,PUBLIC,69369,LEARNING IN AN URBAN,40,0,0,40,39
6046213,SANTA CLARA,PUBLIC,69369,LINDA VISTA ELEM.,134,0,0,134,134
6046221,SANTA CLARA,PUBLIC,69369,LYNDALE ELEM.,109,0,0,109,108
6046254,SANTA CLARA,PUBLIC,69369,MCCOLLAM (MILLARD) EL,91,0,0,91,89
6046155,SANTA CLARA,PUBLIC,69369,MEYER (DONALD J.) ELE,104,0,0,104,104
6046122,SANTA CLARA,PUBLIC,69369,PAINTER (BEN) ELEM.,80,0,0,79,79
6046346,SANTA CLARA,PUBLIC,69369,ROGERS (WILLIAM R.) E,40,0,0,40,40
114900,SANTA CLARA,PUBLIC,69369,RUSSO ACADEMY,122,0,0,122,122
6046320,SANTA CLARA,PUBLIC,69369,RYAN (THOMAS P) ELEM.,99,0,0,99,95
6046304,SANTA CLARA,PUBLIC,69369,SAN ANTONIO ELEM.,120,0,0,120,120
6046171,SANTA CLARA,PUBLIC,69369,SLONAKER (HARRY) ELEM,81,0,0,81,81
6095335,SANTA CLARA,PUBLIC,69377,BROOKTREE ELEM.,84,0,2,82,81
6089288,SANTA CLARA,PUBLIC,69377,CHERRYWOOD ELEM.,106,0,0,106,106
6046361,SANTA CLARA,PUBLIC,69377,LANEVIEW ELEM.,82,0,0,82,74
6095343,SANTA CLARA,PUBLIC,69377,MAJESTIC WAY ELEM.,80,0,0,80,76
6046379,SANTA CLARA,PUBLIC,69377,NOBLE ELEM.,87,0,0,87,86
6046387,SANTA CLARA,PUBLIC,69377,NORTHWOOD ELEM.,77,5,0,72,72
6067177,SANTA CLARA,PUBLIC,69377,RUSKIN ELEM.,91,0,0,91,91
6095350,SANTA CLARA,PUBLIC,69377,SUMMERDALE ELEM.,75,0,2,73,73
6046403,SANTA CLARA,PUBLIC,69377,TOYON ELEM.,59,1,0,58,55
6093041,SANTA CLARA,PUBLIC,69377,VINCI PARK ELEM.,117,0,0,117,117
6046411,SANTA CLARA,PUBLIC,69385,BAGBY ELEM.,121,2,0,119,119
6046445,SANTA CLARA,PUBLIC,69385,FAMMATRE CHARTER,79,0,0,79,79
6046452,SANTA CLARA,PUBLIC,69385,FARNHAM CHARTER,84,0,0,83,83
6046494,SANTA CLARA,PUBLIC,69385,SARTORETTE CHARTER,79,0,0,79,76
6046510,SANTA CLARA,PUBLIC,69393,BLACKFORD ELEM.,118,0,1,117,117
6046536,SANTA CLARA,PUBLIC,69393,CAPRI ELEM.,120,0,0,120,119
6046544,SANTA CLARA,PUBLIC,69393,CASTLEMONT ELEM.,140,0,3,137,137
6046577,SANTA CLARA,PUBLIC,69393,FOREST HILL ELEM.,101,0,1,100,100
6046601,SANTA CLARA,PUBLIC,69393,LYNHAVEN ELEM.,106,1,0,98,98
6046619,SANTA CLARA,PUBLIC,69393,MARSHALL LANE ELEM.,104,0,2,102,102
6046676,SANTA CLARA,PUBLIC,69393,ROSEMARY ELEM.,100,0,2,98,95
6046692,SANTA CLARA,PUBLIC,69393,SHERMAN OAKS (COMMUNI,78,0,0,78,77
106005,SANTA CLARA,PUBLIC,69393,VILLAGE SCHOOL,60,0,3,57,57
6067185,SANTA CLARA,PUBLIC,69419,BLUE HILLS ELEM.,67,0,5,62,62
6046965,SANTA CLARA,PUBLIC,69419,DEVARGAS ELEM.,53,1,1,51,51
6047005,SANTA CLARA,PUBLIC,69419,DILWORTH ELEM.,58,0,1,57,57
6046718,SANTA CLARA,PUBLIC,69419,EATON (C.B.) ELEMENTA,97,0,0,97,97
6046809,SANTA CLARA,PUBLIC,69419,EISENHOWER ELEM.,116,0,2,114,114
6047112,SANTA CLARA,PUBLIC,69419,FARIA ELEM.,96,0,0,96,96
6046841,SANTA CLARA,PUBLIC,69419,GARDEN GATE ELEM.,112,0,0,112,112
6046759,SANTA CLARA,PUBLIC,69419,L.P. COLLINS ELEM.,145,0,3,142,142
6046940,SANTA CLARA,PUBLIC,69419,LINCOLN ELEM.,86,0,0,86,86
6046932,SANTA CLARA,PUBLIC,69419,MCAULIFF (CHRISTA) AL,62,1,4,57,56
6047047,SANTA CLARA,PUBLIC,69419,MEYERHOLZ ELEM.,110,0,2,108,108
6046981,SANTA CLARA,PUBLIC,69419,MONTCLAIRE ELEM.,85,0,2,83,82
6046908,SANTA CLARA,PUBLIC,69419,MUIR ELEM.,49,0,0,49,49
6047039,SANTA CLARA,PUBLIC,69419,MURDOCK-PORTAL ELEM.,90,0,0,90,89
6046742,SANTA CLARA,PUBLIC,69419,NIMITZ ELEM.,100,0,1,99,98
6047054,SANTA CLARA,PUBLIC,69419,REGNART ELEM.,97,0,3,94,94
6046775,SANTA CLARA,PUBLIC,69419,SEDGWICK ELEM.,80,0,0,80,80
6047088,SANTA CLARA,PUBLIC,69419,STEVENS CREEK ELEM.,89,1,0,88,88
6046957,SANTA CLARA,PUBLIC,69419,STOCKLMEIR ELEM.,214,1,1,212,212
6047104,SANTA CLARA,PUBLIC,69419,WEST VALLEY ELEM.,94,0,1,93,92
6047120,SANTA CLARA,PUBLIC,69435,CADWALLADER ELEM.,61,0,0,61,60
102616,SANTA CLARA,PUBLIC,69435,CAROLYN A. CLARK ELEM,120,0,1,119,119
6067193,SANTA CLARA,PUBLIC,69435,CEDAR GROVE ELEM.,80,0,0,80,78
6107593,SANTA CLARA,PUBLIC,69435,DOVE HILL ELEM.,73,0,0,73,69
6102081,SANTA CLARA,PUBLIC,69435,EVERGREEN ELEM SCH.,82,0,2,80,76
6047146,SANTA CLARA,PUBLIC,69435,HOLLY OAK ELEM.,95,0,0,95,95
6071534,SANTA CLARA,PUBLIC,69435,LAURELWOOD ELEM.,56,0,0,56,56
6115851,SANTA CLARA,PUBLIC,69435,MATSUMOTO (TOM) ELEME,120,0,1,119,119
6105787,SANTA CLARA,PUBLIC,69435,MILLBROOK ELEM.,79,1,0,78,78
6095988,SANTA CLARA,PUBLIC,69435,MONTGOMERY (J.J.) ELE,77,0,0,77,75
6047138,SANTA CLARA,PUBLIC,69435,NORWOOD ELEM.,75,1,0,74,72
6111942,SANTA CLARA,PUBLIC,69435,SILVER OAK ELEM.,105,0,1,104,104
6117956,SANTA CLARA,PUBLIC,69435,SMITH (JAMES FRANKLIN,100,0,0,100,100
6047153,SANTA CLARA,PUBLIC,69435,SMITH (KATHERINE R.),103,0,0,103,103
6047161,SANTA CLARA,PUBLIC,69435,WHALEY (O. B.) ELEM.,111,0,0,111,111
113662,SANTA CLARA,PUBLIC,69450,BULLIS CHARTER,49,0,0,49,49
6047211,SANTA CLARA,PUBLIC,69450,DAHL ELEM.,100,0,0,100,98
6047195,SANTA CLARA,PUBLIC,69450,FRANKLIN ELEM.,117,0,0,115,112
6047203,SANTA CLARA,PUBLIC,69450,HELLYER (G. W.) ELEM.,99,0,0,99,98
6067201,SANTA CLARA,PUBLIC,69450,KENNEDY (ROBERT F.) E,87,0,0,87,87
6047237,SANTA CLARA,PUBLIC,69450,LOS ARBOLES ELEM.,89,0,0,89,89
6047245,SANTA CLARA,PUBLIC,69450,MCKINLEY ELEM.,92,0,0,92,92
6109433,SANTA CLARA,PUBLIC,69450,MEADOWS ELEM.,100,0,0,100,100
108696,SANTA CLARA,PUBLIC,69450,RAMBLEWOOD ELEMENTARY,60,0,1,59,58
6047252,SANTA CLARA,PUBLIC,69450,SANTEE ELEM.,78,1,0,77,77
6047260,SANTA CLARA,PUBLIC,69450,SEVEN TREES ELEM.,80,0,0,80,80
6115943,SANTA CLARA,PUBLIC,69450,SHIRAKAWA (GEORGE) SR,97,0,1,96,96
6071542,SANTA CLARA,PUBLIC,69450,STONEGATE ELEM.,101,0,0,101,101
111849,SANTA CLARA,PUBLIC,69450,SUCCESS ACADEMY,38,0,0,38,38
6105795,SANTA CLARA,PUBLIC,69450,WINDMILL SPRINGS,79,0,0,79,73
6116461,SANTA CLARA,PUBLIC,69484,DEL BUONO,119,0,0,119,119
6047294,SANTA CLARA,PUBLIC,69484,EL ROBLE ELEM.,97,0,0,97,96
6047302,SANTA CLARA,PUBLIC,69484,ELIOT ELEMENTARY,98,0,0,98,98
6047310,SANTA CLARA,PUBLIC,69484,GLEN VIEW ELEM.,108,0,1,106,105
6106991,SANTA CLARA,PUBLIC,69484,KELLEY (ROD) ELEM.,143,0,0,143,143
6047328,SANTA CLARA,PUBLIC,69484,LAS ANIMAS ELEM.,108,0,0,108,108
6047286,SANTA CLARA,PUBLIC,69484,LUIGI APREA FUNDAMENT,117,1,4,112,110
6047336,SANTA CLARA,PUBLIC,69484,RUCKER ELEM.,100,0,1,97,99
6047351,SANTA CLARA,PUBLIC,69492,LAKESIDE ELEM.,15,0,0,15,14
6047369,SANTA CLARA,PUBLIC,69500,LOMA PRIETA ELEM.,36,0,2,33,28
6047377,SANTA CLARA,PUBLIC,69518,ALMOND ELEM.,58,0,1,57,57
6047427,SANTA CLARA,PUBLIC,69518,BULLIS PURISSIMA ELEM,35,0,0,35,35
6047401,SANTA CLARA,PUBLIC,69518,COVINGTON ELEMENTARY,76,0,4,72,72
6047450,SANTA CLARA,PUBLIC,69518,LOYOLA ELEM.,71,0,1,70,70
6047468,SANTA CLARA,PUBLIC,69518,OAK AVE. ELEM.,59,0,1,58,58
6047492,SANTA CLARA,PUBLIC,69518,SANTA RITA ELEM.,70,0,0,70,70
6047500,SANTA CLARA,PUBLIC,69518,SPRINGER ELEM.,59,3,3,53,53
6047518,SANTA CLARA,PUBLIC,69526,BLOSSOM HILL ELEM.,80,0,2,78,76
6047526,SANTA CLARA,PUBLIC,69526,DAVES AVE. ELEM.,80,0,5,75,70
6047534,SANTA CLARA,PUBLIC,69526,LEXINGTON ELEM.,38,0,6,32,31
6047542,SANTA CLARA,PUBLIC,69526,VAN METER (LOUISE) EL,104,0,0,104,102
6047575,SANTA CLARA,PUBLIC,69542,BURBANK (LUTHER) ELEM,79,0,0,79,79
6047831,SANTA CLARA,PUBLIC,69575,ANDERSON (LEROY) ELEM,82,0,0,82,81
6047807,SANTA CLARA,PUBLIC,69575,BAKER (GUSSIE M.) ELE,120,0,1,119,118
6047740,SANTA CLARA,PUBLIC,69575,COUNTRY LANE ELEM.,120,1,4,115,115
6047765,SANTA CLARA,PUBLIC,69575,EASTERBROOK - DISCOVE,90,0,4,86,86
6047799,SANTA CLARA,PUBLIC,69575,PAYNE (GEORGE C.) ELE,102,1,2,99,99
6118376,SANTA CLARA,PUBLIC,69583,BARRETT ELEM.,79,0,0,79,79
6047872,SANTA CLARA,PUBLIC,69583,BURNETT ELEM.,46,0,1,45,45
6118541,SANTA CLARA,PUBLIC,69583,CHARTER SCHOOL OF MOR,54,0,6,48,48
6109375,SANTA CLARA,PUBLIC,69583,EL TORO ELEM.,73,0,0,73,72
6098263,SANTA CLARA,PUBLIC,69583,JACKSON ELEM.,69,0,0,69,69
6095392,SANTA CLARA,PUBLIC,69583,LOS PASEOS ELEM.,82,0,0,81,79
6047914,SANTA CLARA,PUBLIC,69583,NORDSTROM ELEM.,80,0,0,80,80
6098271,SANTA CLARA,PUBLIC,69583,PARADISE VALLEY ELEM.,64,0,1,63,62
6047948,SANTA CLARA,PUBLIC,69583,SAN MARTIN ELEM.,92,0,1,91,91
6047922,SANTA CLARA,PUBLIC,69583,WALSH (P. A.) ELEM.,55,0,1,54,51
6047955,SANTA CLARA,PUBLIC,69591,BUBB (BENJAMIN) ELEM.,101,1,1,99,96
6048003,SANTA CLARA,PUBLIC,69591,CASTRO (MARIANO) ELEM,134,0,3,131,124
6047971,SANTA CLARA,PUBLIC,69591,HUFF (FRANK L.) ELEM.,80,0,1,78,78
6047963,SANTA CLARA,PUBLIC,69591,LANDELS (EDITH) ELEM.,100,0,3,82,80
6049480,SANTA CLARA,PUBLIC,69591,MONTA LOMA ELEMENTARY,83,0,2,80,73
6049514,SANTA CLARA,PUBLIC,69591,THEUERKAUF ELEMENTARY,80,1,2,77,70
6048045,SANTA CLARA,PUBLIC,69617,IDA JEW ELEMENTARY,79,0,0,79,77
6048060,SANTA CLARA,PUBLIC,69617,MT. PLEASANT ELEM.,87,0,0,87,86
6048078,SANTA CLARA,PUBLIC,69617,SANDERS (ROBERT) ELEM,78,0,0,78,78
6067227,SANTA CLARA,PUBLIC,69617,VALLE VISTA ELEM.,88,0,0,87,80
6048086,SANTA CLARA,PUBLIC,69625,ANDERSON ELEM.,91,1,0,90,90
6095400,SANTA CLARA,PUBLIC,69625,BALDWIN (JULIA) ELEM.,70,0,0,70,69
6048102,SANTA CLARA,PUBLIC,69625,CHRISTOPHER ELEM.,59,0,0,59,59
6072151,SANTA CLARA,PUBLIC,69625,DEL ROBLE ELEM.,68,0,0,68,67
6048128,SANTA CLARA,PUBLIC,69625,EDENVALE ELEM.,89,0,1,88,88
6048110,SANTA CLARA,PUBLIC,69625,FROST (EARL) ELEM.,86,0,4,82,74
6048144,SANTA CLARA,PUBLIC,69625,GLIDER ELEM.,99,0,1,98,98
6099451,SANTA CLARA,PUBLIC,69625,HAYES ELEM.,84,1,3,80,80
6116081,SANTA CLARA,PUBLIC,69625,LEDESMA (RITA) ELEMEN,72,0,2,70,70
6048136,SANTA CLARA,PUBLIC,69625,MINER (GEORGE) ELEM.,70,0,0,70,70
6088306,SANTA CLARA,PUBLIC,69625,OAK RIDGE ELEM.,78,0,0,78,78
6093066,SANTA CLARA,PUBLIC,69625,PARKVIEW ELEM.,100,0,0,100,100
6072144,SANTA CLARA,PUBLIC,69625,SAKAMOTO ELEM.,97,0,1,96,96
6067243,SANTA CLARA,PUBLIC,69625,SANTA TERESA ELEM.,90,0,0,90,90
6048177,SANTA CLARA,PUBLIC,69625,STIPE (SAMUEL) ELEM.,82,0,0,82,75
6097430,SANTA CLARA,PUBLIC,69625,TAYLOR (BERTHA) ELEM.,91,0,0,91,91
6048185,SANTA CLARA,PUBLIC,69633,ORCHARD ELEM.,103,0,0,100,100
6048193,SANTA CLARA,PUBLIC,69641,ADDISON ELEM.,80,0,4,76,75
6115562,SANTA CLARA,PUBLIC,69641,BARRON PARK,60,0,1,59,59
6048326,SANTA CLARA,PUBLIC,69641,BRIONES (JUANA) ELEM.,57,0,2,55,55
6048292,SANTA CLARA,PUBLIC,69641,DUVENECK ELEM.,80,0,3,77,77
6048235,SANTA CLARA,PUBLIC,69641,EL CARMELO ELEM.,60,0,2,58,57
6048250,SANTA CLARA,PUBLIC,69641,ESCONDIDO ELEM.,110,0,1,109,109
6048268,SANTA CLARA,PUBLIC,69641,FAIRMEADOW ELEM.,79,0,3,76,75
6048300,SANTA CLARA,PUBLIC,69641,GREENDELL ELEM. / YOU,40,0,2,38,38
6048409,SANTA CLARA,PUBLIC,69641,HAYS (WALTER) ELEM.,79,0,6,73,73
6048201,SANTA CLARA,PUBLIC,69641,HOOVER (HERBERT) ELEM,60,0,1,59,59
6068241,SANTA CLARA,PUBLIC,69641,NIXON (LUCILLE M.) EL,61,0,4,57,57
6048243,SANTA CLARA,PUBLIC,69641,OHLONE ELEM.,87,0,7,80,80
6048359,SANTA CLARA,PUBLIC,69641,PALO VERDE ELEM.,60,0,2,58,58
6048417,SANTA CLARA,PUBLIC,69666,ALLEN AT STEINBECK EL,119,3,3,113,106
6048425,SANTA CLARA,PUBLIC,69666,ALMADEN ELEM.,77,0,0,77,72
6048730,SANTA CLARA,PUBLIC,69666,BACHRODT (WALTER L.),111,0,0,110,109
6048474,SANTA CLARA,PUBLIC,69666,BOOKSIN ELEM.,110,0,5,105,102
