SCHOOL CODE,COUNTY,PUB/ PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
7084684,LOS ANGELES,PRIVATE,,WEST HILLS,WEST VALLEY CHRISTIAN CHURCH SC,12,0,1,11,11
6988190,LOS ANGELES,PRIVATE,,WEST HOLLYWOOD,CTR. FOR EARLY EDUCATION,60,0,4,56,53
6130629,LOS ANGELES,PRIVATE,,WEST HOLLYWOOD,DVORSKAYA ALTERNATIVE SCHOOL, ,,,,
6922918,LOS ANGELES,PRIVATE,,WESTLAKE VILLAGE,SAINT JUDE THE APOSTLE,32,1,0,31,31
7077910,LOS ANGELES,PRIVATE,,WHITTIER,BROADOAKS SCH.  OF WHITTIER COLL,34,0,5,29,28
6977433,LOS ANGELES,PRIVATE,,WHITTIER,CARDEN SCHOOL OF WHITTIER,22,1,0,21,21
6133532,LOS ANGELES,PRIVATE,,WHITTIER,CHILDREN'S CENTER, ,,,,
6961064,LOS ANGELES,PRIVATE,,WHITTIER,FAITH LUTHERAN DAY,12,0,0,12,12
6986343,LOS ANGELES,PRIVATE,,WHITTIER,HADLEY, ,,,,
7046931,LOS ANGELES,PRIVATE,,WHITTIER,LAD'N LASSIE PS & KDGN.,22,0,0,22,22
6901540,LOS ANGELES,PRIVATE,,WHITTIER,PLYMOUTH CHRTN. ELEM., ,,,,
6982623,LOS ANGELES,PRIVATE,,WHITTIER,PRIMANTI MONTESSORI,21,0,0,21,20
9719506,LOS ANGELES,PRIVATE,,WHITTIER,SHEPHERD CTR., ,,,,
6963565,LOS ANGELES,PRIVATE,,WHITTIER,ST. BRUNO CATHOLIC SCHOOL,34,1,0,33,33
6963904,LOS ANGELES,PRIVATE,,WHITTIER,ST. GREGORY THE GREAT,21,0,0,21,21
6964316,LOS ANGELES,PRIVATE,,WHITTIER,ST. MARY'S OF THE ASSUM.,24,0,0,24,24
6964845,LOS ANGELES,PRIVATE,,WHITTIER,TRINITY LUTHERAN ELEM., ,,,,
7102064,LOS ANGELES,PRIVATE,,WHITTIER,VICTORY OUTREACH CHILDREN'S LEARNING CENTER, ,,,,
6922926,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER ADVENTIST ELEM., ,,,,
7004963,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER CHRISTIAN SCHOOL - MAYBROOK,26,0,0,26,26
6964977,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER CHRISTIAN SCHOOL - NEWLIN,18,1,0,17,17
6139349,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER CHRISTIAN SCHOOLS - SATELLITE,22,0,5,17,17
6912869,LOS ANGELES,PRIVATE,,WILMINGTON,PACIFIC HARBOR CHRTN.,21,0,0,21,21
6964506,LOS ANGELES,PRIVATE,,WILMINGTON,ST. PETER AND PAUL,12,0,0,9,9
7093297,LOS ANGELES,PRIVATE,,WINNETKA,EAST VALLEY ACADEMY, ,,,,
7024342,LOS ANGELES,PRIVATE,,WINNETKA,OUR REDEEMER LUTHERAN,11,0,0,11,11
6964126,LOS ANGELES,PRIVATE,,WINNETKA,SAINT JOSEPH THE WORKER ELEM.,33,0,0,33,33
6982813,LOS ANGELES,PRIVATE,,WINNETKA,ST. MARTIN-IN-THE-FIELDS PARISH,14,0,0,14,14
6983274,LOS ANGELES,PRIVATE,,Winnetka,WEST VALLEY CHRTN. ACAD.,10,0,2,8,8
7072788,LOS ANGELES,PRIVATE,,WOODLAND HILLS,IVY ACADEMY CHARTER, ,,,,
6983449,LOS ANGELES,PRIVATE,,WOODLAND HILLS,PINECREST- WOODLAND HILLS,33,0,0,33,33
6963524,LOS ANGELES,PRIVATE,,WOODLAND HILLS,SAINT BERNARDINE OF SIENA ELEM.,36,0,0,36,33
6964373,LOS ANGELES,PRIVATE,,WOODLAND HILLS,ST. MEL,64,0,4,60,60
6988513,LOS ANGELES,PRIVATE,,WOODLAND HILLS,WOODLAND HILLS PRIVATE SCHOOL,31,0,0,31,29
6023865,MADERA,PUBLIC,ALVIEW-DAIRYLAND UNION ELEMENTARY,CHOWCHILLA,ALVIEW ELEM.,43,0,0,42,42
6024111,MADERA,PUBLIC,BASS LAKE JOINT ELEMENTARY,AHWAHNEE,WASUMA ELEM.,26,0,6,20,20
6110076,MADERA,PUBLIC,BASS LAKE JOINT ELEMENTARY,OAKHURST,MOUNTAIN HOME CHARTER,24,0,4,17,17
6024087,MADERA,PUBLIC,BASS LAKE JOINT ELEMENTARY,OAKHURST,OAKHURST ELEM.,59,0,1,56,51
6024079,MADERA,PUBLIC,CHAWANAKEE UNIFIED,NORTH FORK,NORTH FORK ELEM.,37,0,5,32,32
6024103,MADERA,PUBLIC,CHAWANAKEE UNIFIED,O'NEALS,SPRING VALLEY,26,0,1,25,25
6023899,MADERA,PUBLIC,CHOWCHILLA ELEMENTARY,CHOWCHILLA,STEPHENS ELEM.,238,0,2,236,234
6103824,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,SIERRA VIEW ELEM.,46,0,2,44,44
6100820,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,WEBSTER ELEM.WEBSTER ELEMENTARY,100,0,3,97,97
6077200,MADERA,PUBLIC,MADERA COUNTY OFFICE OF EDUCATION,MADERA,GOULD SPEC. ED. CTR.,10,0,0,10,10
6024004,MADERA,PUBLIC,MADERA UNIFIED,MADERA,ADAMS (JOHN) ELEMENTARY,117,0,1,115,116
6107122,MADERA,PUBLIC,MADERA UNIFIED,MADERA,ALPHA ELEM.,113,0,0,113,113
6105951,MADERA,PUBLIC,MADERA UNIFIED,MADERA,BERENDA ELEM.,124,0,0,122,112
110957,MADERA,PUBLIC,MADERA UNIFIED,MADERA,CESAR CHAVEZ ELEMENTARY,126,0,0,126,124
6023949,MADERA,PUBLIC,MADERA UNIFIED,MADERA,DIXIELAND ELEM.,29,0,0,27,25
107938,MADERA,PUBLIC,MADERA UNIFIED,MADERA,EZEQUIEL TAFOYA ALVARADO ACADEMY,49,0,0,49,48
6023972,MADERA,PUBLIC,MADERA UNIFIED,MADERA,HOWARD ELEM.,45,0,0,45,41
6024012,MADERA,PUBLIC,MADERA UNIFIED,MADERA,LA VINA ELEM.,45,0,0,43,43
6112312,MADERA,PUBLIC,MADERA UNIFIED,MADERA,LINCOLN ELEM.,107,0,2,105,104
6023980,MADERA,PUBLIC,MADERA UNIFIED,MADERA,MADISON,108,0,0,108,107
6024020,MADERA,PUBLIC,MADERA UNIFIED,MADERA,MILLVIEW ELEM.,145,0,0,143,142
6023998,MADERA,PUBLIC,MADERA UNIFIED,MADERA,MONROE (JAMES) ELEM.,143,0,0,143,142
109702,MADERA,PUBLIC,MADERA UNIFIED,MADERA,NISHIMOTO,131,0,0,131,125
116970,MADERA,PUBLIC,MADERA UNIFIED,MADERA,PARKWOOD ELEMENTARY,140,0,2,138,138
113050,MADERA,PUBLIC,MADERA UNIFIED,MADERA,PERSHING ELEM.,129,0,0,129,126
100016,MADERA,PUBLIC,MADERA UNIFIED,MADERA,SHERMAN THOMAS CHARTER,19,0,2,17,17
6024046,MADERA,PUBLIC,MADERA UNIFIED,MADERA,SIERRA VISTA ELEM.,119,0,3,116,115
6023964,MADERA,PUBLIC,MADERA UNIFIED,MADERA,WASHINGTON (GEORGE) ELEM.,124,0,0,124,119
6023915,MADERA,PUBLIC,YOSEMITE UNIFIED,COARSEGOLD,COARSEGOLD ELEM.,54,0,6,48,47
6110019,MADERA,PUBLIC,YOSEMITE UNIFIED,COARSEGOLD,RIVERGOLD ELEM.,45,0,0,45,45
7103336,MADERA,PRIVATE,,MADERA,CROSSROADS CHRTN. SCH.,11,0,0,11,11
6970701,MADERA,PRIVATE,,MADERA,ST. JOACHIM'S ELEM.,32,0,0,29,23
6024137,MARIN,PUBLIC,BOLINAS-STINSON UNION,BOLINAS,BOLINAS ELEM.,15,0,4,11,10
6024160,MARIN,PUBLIC,DIXIE ELEMENTARY,SAN RAFAEL,DIXIE ELEM.,58,0,1,57,55
6024194,MARIN,PUBLIC,DIXIE ELEMENTARY,SAN RAFAEL,SILVEIRA (MARY E.) ELEM.,67,0,1,66,65
6024244,MARIN,PUBLIC,DIXIE ELEMENTARY,SAN RAFAEL,VALLECITO ELEM.,67,0,3,64,64
6024319,MARIN,PUBLIC,KENTFIELD ELEMENTARY,KENTFIELD,BACICH (ANTHONY G.),141,0,3,138,136
6024343,MARIN,PUBLIC,LAGUNITAS ELEMENTARY,SAN GERONIMO,SAN GERONIMO VALLEY ELEM.,20,0,10,10,10
6024376,MARIN,PUBLIC,LARKSPUR-CORTE MADERA,CORTE MADERA,NEIL CUMMINS ELEM.,146,0,4,140,129
6069504,MARIN,PUBLIC,MARIN COUNTY OFFICE OF EDUCATION,SAN RAFAEL,SPECIAL EDUCATION,14,0,1,13,12
6024418,MARIN,PUBLIC,MILL VALLEY ELEMENTARY,MILL VALLEY,MAGUIRE (EDNA) ELEM.,72,0,8,64,63
6024442,MARIN,PUBLIC,MILL VALLEY ELEMENTARY,MILL VALLEY,OLD MILL ELEM.,50,0,5,45,45
6024459,MARIN,PUBLIC,MILL VALLEY ELEMENTARY,MILL VALLEY,PARK ELEM.,75,0,15,60,57
6024467,MARIN,PUBLIC,MILL VALLEY ELEMENTARY,MILL VALLEY,STRAWBERRY ELEMENTARY,76,0,5,71,59
6024475,MARIN,PUBLIC,MILL VALLEY ELEMENTARY,MILL VALLEY,TAMALPAIS VALLEY ELEM.,97,0,7,89,86
6024491,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,HAMILTON ELEM.,100,0,1,99,98
6024509,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,LOMA VERDE ELEM.,84,0,1,83,83
6024517,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,LU SUTTON ELEM.,68,0,1,67,67
6024525,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,LYNWOOD ELEM.,55,0,1,54,53
6113229,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,NOVATO CHARTER (ELEM),25,0,11,14,13
6024558,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,OLIVE ELEM.,82,0,0,82,81
6024574,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,PLEASANT VALLEY ELEM.,73,0,7,66,66
6024582,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,RANCHO ELEM.,80,0,1,79,77
6024590,MARIN,PUBLIC,NOVATO UNIFIED,NOVATO,SAN RAMON ELEM.,71,0,2,69,69
6024657,MARIN,PUBLIC,REED UNION ELEMENTARY,TIBURON,REED ELEM.,169,0,11,156,149
6024673,MARIN,PUBLIC,ROSS ELEMENTARY,ROSS,ROSS ELEM.,39,0,3,36,36
6024277,MARIN,PUBLIC,ROSS VALLEY ELEMENTARY,FAIRFAX,MANOR ELEM.,73,0,15,58,58
6024681,MARIN,PUBLIC,ROSS VALLEY ELEMENTARY,SAN ANSELMO,BROOKSIDE ELEM.,135,0,17,118,118
6024731,MARIN,PUBLIC,ROSS VALLEY ELEMENTARY,SAN ANSELMO,WADE THOMAS ELEM.,77,0,13,64,63
6024756,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,BAHIA VISTA ELEM.,92,0,0,78,78
6024764,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,COLEMAN ELEM.,68,0,0,11,11
6024780,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,GLENWOOD ELEM.,86,0,0,61,61
6024814,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,LAUREL DELL,22,0,0,13,13
6024830,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,SAN PEDRO ELEM.,73,0,0,36,44
121517,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,SHORT ELEMENTARY,66,0,0,30,30
6024863,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,SUN VALLEY ELEM.,85,0,0,52,52
6024772,MARIN,PUBLIC,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,VENETIA VALLEY K-8,87,0,0,63,63
6024889,MARIN,PUBLIC,SAUSALITO MARIN CITY,SAUSALITO,BAYSIDE ELEM.,22,0,0,22,15
6118491,MARIN,PUBLIC,SAUSALITO MARIN CITY,SAUSALITO,WILLOW CREEK ACADEMY,39,0,0,39,35
6051627,MARIN,PUBLIC,SHORELINE UNIFIED,BODEGA BAY,BODEGA BAY ELEM.,11,0,1,10,8
6024947,MARIN,PUBLIC,SHORELINE UNIFIED,INVERNESS,INVERNESS ELEM.,18,0,2,16,7
6024921,MARIN,PUBLIC,SHORELINE UNIFIED,TOMALES,TOMALES ELEM.,18,0,1,17,14
7037427,MARIN,PRIVATE,,CORTE MADERA,LYCEE FRANCAIS INTERNATIONAL,39,0,4,34,30
6974349,MARIN,PRIVATE,,CORTE MADERA,MARIN COUNTRY DAY,54,0,7,47,45
6974356,MARIN,PRIVATE,,CORTE MADERA,MARIN MONTESSORI,32,0,7,25,13
6974422,MARIN,PRIVATE,,FAIRFAX,ST. RITA,11,0,2,9,9
6901573,MARIN,PRIVATE,,LARKSPUR,MARIN PRIMARY,23,0,3,20,20
6970727,MARIN,PRIVATE,,LARKSPUR,ST. PATRICK'S,20,0,1,19,19
7083660,MARIN,PRIVATE,,MILL VALLEY,GREENWOOD SCHOOL,14,0,11,2,2
6905467,MARIN,PRIVATE,,MILL VALLEY,MARIN HORIZON,24,0,1,23,23
6974430,MARIN,PRIVATE,,MILL VALLEY,MT. TAMALPAIS,31,0,0,29,29
6911150,MARIN,PRIVATE,,NOVATO,GOOD SHEPHERD LUTHERAN,15,0,0,15,15
6907307,MARIN,PRIVATE,,NOVATO,MARIN CHRSTIAN ACADEMY,15,0,0,15,13
6970719,MARIN,PRIVATE,,NOVATO,OUR LADY OF LORETTO,33,0,0,33,33
6974448,MARIN,PRIVATE,,SAN ANSELMO,SAN DOMENICO SCHOOL,30,0,1,27,26
6974398,MARIN,PRIVATE,,SAN ANSELMO,ST. ANSELM SCH.,23,0,1,22,22
6914766,MARIN,PRIVATE,,SAN RAFAEL,BRANDEIS-HILLEL DAY - MARIN CAMPUS,16,0,1,15,15
6988448,MARIN,PRIVATE,,SAN RAFAEL,MARIN WALDORF SCH.,35,0,13,20,19
6997258,MARIN,PRIVATE,,SAN RAFAEL,MONTESSORI DE TERRA LINDA,21,0,1,20,20
6911184,MARIN,PRIVATE,,SAN RAFAEL,SAINT MARK'S,38,0,1,37,37
6974406,MARIN,PRIVATE,,SAN RAFAEL,ST. ISABELLA,30,0,0,30,26
6974414,MARIN,PRIVATE,,SAN RAFAEL,ST. RAPHAEL'S,20,0,0,20,20
6911192,MARIN,PRIVATE,,SAN RAFAEL,TRINITY P.S. & K.,18,0,1,17,13
6138143,MARIN,PRIVATE,,SAUSALITO,"NEW VILLAGE SCHOOL, THE",17,0,12,5,5
6978084,MARIN,PRIVATE,,TIBURON,ST. HILARY SCHOOL,38,0,0,38,38
6103477,MARIPOSA,PUBLIC,MARIPOSA COUNTY UNIFIED,LA GRANGE,LAKE DON PEDRO ELEM.,23,0,0,22,19
6025035,MARIPOSA,PUBLIC,MARIPOSA COUNTY UNIFIED,MARIPOSA,MARIPOSA ELEM.,65,0,2,63,61
6025050,MARIPOSA,PUBLIC,MARIPOSA COUNTY UNIFIED,MARIPOSA,WOODLAND ELEM.,61,0,6,54,54
6025084,MENDOCINO,PUBLIC,ANDERSON VALLEY UNIFIED,BOONVILLE,ANDERSON VALLEY ELEM.,43,0,3,40,37
6025092,MENDOCINO,PUBLIC,ARENA UNION ELEMENTARY,POINT ARENA,ARENA UNION ELEM.,38,1,2,35,32
6025126,MENDOCINO,PUBLIC,FORT BRAGG UNIFIED,FORT BRAGG,REDWOOD ELEM.,145,0,3,142,124
6025308,MENDOCINO,PUBLIC,LAYTONVILLE UNIFIED,LAYTONVILLE,LAYTONVILLE ELEM.,22,0,2,20,15
6025118,MENDOCINO,PUBLIC,LEGGETT VALLEY UNIFIED,LEGGETT,LEGGETT VALLEY,13,0,3,7,7
6025167,MENDOCINO,PUBLIC,MENDOCINO UNIFIED,MENDOCINO,MENDOCINO GRAMMAR,23,0,3,16,16
6025241,MENDOCINO,PUBLIC,POTTER VALLEY COMMUNITY UNIFIED,POTTER VALLEY,POTTER VALLEY ELEM.,20,0,3,17,16
6025175,MENDOCINO,PUBLIC,ROUND VALLEY UNIFIED,COVELO,ROUND VALLEY ELEM.,34,0,1,33,31
6025183,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,CALPELLA ELEM.,94,0,5,89,85
6025191,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,FRANK ZEEK ELEM.,62,0,2,60,59
101147,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,GRACE HUDSON ELEMENTARY SCHOOL,89,0,2,87,86
6025217,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,NOKOMIS ELEM.,61,0,0,61,59
6025225,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,OAK MANOR ELEM.,62,0,2,60,59
115055,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,RIVER OAK CHARTER,38,0,12,26,26
6117386,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,TREE OF LIFE CHARTER,16,0,2,11,10
6025274,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,YOKAYO ELEM.,64,0,3,61,59
6025290,MENDOCINO,PUBLIC,WILLITS UNIFIED,WILLITS,BROOKSIDE ELEM.,112,0,3,106,103
6993794,MENDOCINO,PRIVATE,,CALPELLA,WALDORF SCH.  OF MENDOCINO CO.,43,0,26,17,17
6998298,MENDOCINO,PRIVATE,,TALMAGE,INSTILLING GOODNESS ELEM.,13,1,2,10,10
6967335,MENDOCINO,PRIVATE,,UKIAH,SAINT MARY OF THE ANGELS,29,1,0,28,28
6976286,MENDOCINO,PRIVATE,,UKIAH,UKIAH JUNIOR ACADEMY,15,0,0,15,15
6025316,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,AILEEN COLBURN ELEM.,74,0,0,74,73
6025324,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,BELLEVUE ELEM.,103,0,1,102,100
6025332,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,ELMER WOOD ELEM.,69,0,1,68,67
6113161,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,HELLER (PEGGY) ELEM.,72,0,0,72,70
6025340,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,MITCHELL ELEM.,75,0,0,75,75
6025373,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,OLAETA (THOMAS) ELEM.,75,0,0,75,74
6025365,MERCED,PUBLIC,ATWATER ELEMENTARY,ATWATER,SHAFFER ELEM.,76,0,0,76,76
6025399,MERCED,PUBLIC,BALLICO-CRESSEY ELEMENTARY,CRESSEY,CRESSEY ELEM.,46,0,1,45,45
6025407,MERCED,PUBLIC,DELHI UNIFIED,DELHI,EL CAPITAN ELEMENTARY,41,0,0,41,40
105817,MERCED,PUBLIC,DELHI UNIFIED,DELHI,HARMONY ELEMENTARY SCHOOL,93,0,1,90,82
6025415,MERCED,PUBLIC,DELHI UNIFIED,DELHI,SCHENDEL ELEM.,83,0,0,83,81
6025431,MERCED,PUBLIC,DOS PALOS ORO LOMA JOINT UNIFIED,DOS PALOS,DOS PALOS ELEM.,220,0,1,219,213
6025456,MERCED,PUBLIC,EL NIDO ELEMENTARY,EL NIDO,EL NIDO ELEM.,24,0,0,21,21
6025720,MERCED,PUBLIC,GUSTINE UNIFIED,GUSTINE,GUSTINE ELEM.,87,0,1,86,86
6025746,MERCED,PUBLIC,GUSTINE UNIFIED,SANTA NELLA,ROMERO ELEM.,38,0,0,38,38
6025464,MERCED,PUBLIC,HILMAR UNIFIED,HILMAR,ELIM ELEM.,143,0,1,136,122
6025472,MERCED,PUBLIC,HILMAR UNIFIED,STEVINSON,MERQUIN ELEM.,30,0,1,28,22
6025498,MERCED,PUBLIC,LE GRAND UNION ELEMENTARY,LE GRAND,LE GRAND ELEM.,39,0,0,39,39
6025506,MERCED,PUBLIC,LIVINGSTON UNION ELEMENTARY,LIVINGSTON,CAMPUS PARK ELEM.,82,0,0,82,82
6025522,MERCED,PUBLIC,LIVINGSTON UNION ELEMENTARY,LIVINGSTON,SELMA HERNDON SCHOOL,107,0,0,107,106
6109649,MERCED,PUBLIC,LIVINGSTON UNION ELEMENTARY,LIVINGSTON,YAMATO COLONY ELEM.,108,0,1,107,106
6025530,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,CHARLESTON ELEM.,62,0,0,62,61
6025548,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,HENRY MILLER ELEM.,131,0,1,130,129
102624,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,LORENA FALASCO ELEMENTARY SCHOOL,124,0,0,124,124
6025555,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,LOS BANOS ELEM.,143,0,1,141,142
6025563,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,MIANO ELEM.,155,0,5,150,147
6025571,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,VOLTA ELEM.,62,0,3,59,57
6116156,MERCED,PUBLIC,LOS BANOS UNIFIED,LOS BANOS,WESTSIDE UNION ELEMENTARY,144,0,3,141,141
6025589,MERCED,PUBLIC,MCSWAIN UNION ELEMENTARY,MERCED,MCSWAIN ELEM.,84,0,3,79,69
6025670,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,BURBANK (LUTHER) ELEM.,107,0,0,107,106
6025613,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,CHENOWETH (DONN B.) ELEM.,131,1,0,130,129
6025621,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,FRANKLIN ELEM.,171,0,0,165,162
6025654,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,FREMONT (JOHN) CHARTER,87,0,1,86,86
6025597,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,GIVENS (ADA) ELEM.,72,0,0,72,71
6105852,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,GRACEY (LEONTINE) ELEM.,93,0,0,93,92
6025662,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,MUIR (JOHN) ELEM.,70,0,2,68,68
6105647,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,PETERSON (ALLEN) ELEM.,120,0,1,119,119
6107908,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,REYES (ALICIA) ELEM.,120,0,0,119,120
6025688,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,SHEEHY (MARGARET) ELEM.,93,1,0,92,92
6115729,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,STOWELL (DON) ELEMENTARY,116,0,1,115,115
6025605,MERCED,PUBLIC,MERCED CITY ELEMENTARY,MERCED,WRIGHT (CHARLES) ELEM.,97,0,1,96,95
6069199,MERCED,PUBLIC,MERCED COUNTY OFFICE OF EDUCATION,MERCED,SPECIAL EDUCATION (CO. SUPT),61,0,0,61,53
6025480,MERCED,PUBLIC,MERCED RIVER UNION ELEMENTARY,SNELLING,HOPETON ELEM.,20,0,0,20,20
6025779,MERCED,PUBLIC,PLAINSBURG UNION ELEMENTARY,MERCED,PLAINSBURG ELEM.,16,0,0,14,16
6025787,MERCED,PUBLIC,PLANADA ELEMENTARY,PLANADA,PLANADA ELEM.,96,0,0,96,96
6025795,MERCED,PUBLIC,SNELLING-MERCED FALLS UNION ELEMENTARY,SNELLING,SNELLING-MERCED FALLS ELEM.,10,0,0,10,10
114074,MERCED,PUBLIC,WEAVER UNION,MERCED,FARMDALE ELEM.,141,0,0,141,141
6111991,MERCED,PUBLIC,WEAVER UNION,MERCED,PIONEER ELEM.,167,1,0,165,160
6025837,MERCED,PUBLIC,WINTON ELEMENTARY,WINTON,CROOKHAM (SYBIL N.),82,0,0,82,82
6025829,MERCED,PUBLIC,WINTON ELEMENTARY,WINTON,SPARKES (FRANK),84,0,1,83,83
111294,MERCED,PUBLIC,WINTON ELEMENTARY,WINTON,WINFIELD,93,0,0,93,93
6974620,MERCED,PRIVATE,,ATWATER,ST. ANTHONY'S SCH.,12,0,0,12,12
6907364,MERCED,PRIVATE,,GUSTINE,OUR LADY OF MIRACLES SCH.,14,0,0,14,14
6974604,MERCED,PRIVATE,,LOS BANOS,OUR LADY OF FATIMA,22,0,0,22,22
6200737,MERCED,PRIVATE,,MERCED,ALL OF GOD'S CHILDREN CHRISTIAN, ,,,,
6902704,MERCED,PRIVATE,,MERCED,MERCED CHRISTIAN SCHOOL,15,0,0,15,13
6974612,MERCED,PRIVATE,,MERCED,OUR LADY OF MERCY,36,0,0,36,36
6974646,MERCED,PRIVATE,,MERCED,SAINT LUKE'S,11,0,0,11,7
7078819,MERCED,PRIVATE,,MERCED,SAINT PAUL'S LUTHERAN,15,0,0,14,12
6025845,MODOC,PUBLIC,MODOC JOINT UNIFIED,ALTURAS,ALTURAS ELEM.,58,0,3,55,49
6025902,MODOC,PUBLIC,SURPRISE VALLEY JOINT UNIFIED,CEDARVILLE,SURPRISE VALLEY ELEM.,19,1,0,18,9
6025894,MODOC,PUBLIC,TULELAKE BASIN JOINT UNIFIED,TULELAKE,TULELAKE BASIN ELEMENTARY,45,0,0,42,41
6025910,MONO,PUBLIC,EASTERN SIERRA UNIFIED,COLEVILLE,ANTELOPE ELEM.,17,0,0,17,17
6025969,MONO,PUBLIC,MAMMOTH UNIFIED,MAMMOTH LAKES,MAMMOTH ELEM.,113,0,2,111,111
6025977,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,ALISAL ELEM.,105,0,0,105,105
6025985,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,BARDIN ELEM.,163,0,0,163,163
6113542,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,CESAR CHAVEZ,146,0,0,146,146
6115232,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,CREEKSIDE ELEM.,107,0,0,107,107
6117691,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,DR. OSCAR LOYA ELEM.,120,0,0,120,120
6101802,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,FRANK PAUL ELEM.,124,0,0,124,124
6025993,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,FREMONT ELEM.,139,0,0,139,139
6026009,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,JESSE SANCHEZ,217,0,0,217,217
6119663,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,OASIS CHARTER PUBLIC,46,0,1,45,45
6109466,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,STEINBECK ELEM.,85,0,1,84,84
6106959,MONTEREY,PUBLIC,ALISAL UNION ELEMENTARY,SALINAS,VIRGINIA ROCCA BARTON,157,0,0,157,157
6026025,MONTEREY,PUBLIC,CARMEL UNIFIED,BIG SUR,CAPTAIN COOPER ELEM.,10,0,0,10,10
6026041,MONTEREY,PUBLIC,CARMEL UNIFIED,CARMEL,CARMEL RIVER ELEM.,69,0,4,58,65
6026074,MONTEREY,PUBLIC,CARMEL UNIFIED,CARMEL VALLEY,TULARCITOS ELEM.,68,0,2,66,59
