SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 
6017248,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GATES STREET ELEM.,119,0,0,93
6017271,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLASSELL PARK ELEM.,89,0,0,63
6017297,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLEN ALTA ELEM.,31,0,0,31
6017305,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLENFELIZ BLVD. ELEM.,61,0,0,58
114967,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLOBAL EDUCATION ACADEMY,40,0,0,40
117978,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GOETHE INTERNATIONAL CHARTER,55,1,4,45
6017321,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRAHAM ELEM.,132,0,0,130
6017347,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRAND VIEW BLVD. ELEM.,83,0,3,76
6017354,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRANT ELEM.,74,0,0,57
6017362,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRAPE STREET ELEM.,132,0,0,99
6017396,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRIFFIN AVE. ELEM.,105,0,0,87
6018881,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HAMASAKI ELEM.,59,0,1,52
6017453,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HANCOCK PARK ELEM.,135,2,3,127
106955,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HARMONY ELEM,109,0,0,109
6017487,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HARRISON STREET ELEM.,107,0,0,104
109314,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,"HARVARD ELEM, SCHOOL",81,0,0,52
6017586,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HILLCREST DRIVE ELEM.,124,0,2,106
6017594,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HILLSIDE ELEM.,53,0,0,53
6017602,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HOBART BLVD. ELEM.,97,0,0,97
109298,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HOLLYWOOD PRIMARY CENTER,69,0,1,67
6017610,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HOLMES AVE. ELEM.,54,0,0,51
109249,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HOOPER PRIMARY CENTER,216,0,0,216
6017636,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HOOVER STREET ELEM.,156,0,0,133
6017651,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HUMPHREYS AVE. ELEM.,116,0,0,79
6017669,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HUNTINGTON DRIVE ELEM.,83,0,0,83
6017677,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HYDE PARK BLVD. ELEM.,131,0,1,130
117937,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ICEF VISTA ELEMENTARY ACADEMY, , , , 
6017685,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,IVANHOE ELEM.,67,0,0,62
106880,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,JARDIN DE LA INFANCIA,31,0,0,27
109355,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,JOHN MACK ELEM,72,1,0,63
6071443,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KENNEDY (ROBERT F.) ELEM.,83,0,0,62
6017701,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KENTER CANYON ELEM. CHARTER,110,0,5,94
6017719,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KENTWOOD ELEM.,70,0,3,51
111989,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KIM ELEM,111,0,1,96
109405,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KINSLEY ELEM,110,0,0,101
121699,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KIPP EMPOWER ACADEMY,113,0,3,107
117903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,KIPP RAICES ACADEMY,110,0,0,110
124818,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LA LEADERSHIP PRIMARY ACADEMY,63,0,0,61
6017750,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LA SALLE AVE. ELEM.,73,1,0,43
6119093,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LAFAYETTE PARK PRIMARY CENTER,132,0,0,130
109199,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LAKE ST. P. C.,154,0,0,154
108928,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LARCHMONT CHARTER,66,0,0,62
6017800,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LATONA AVE. ELEM.,38,0,1,37
6017818,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LAUREL ELEM.,40,0,0,33
109264,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LEXINGTON PRIMARY CENTER,83,0,0,65
6017875,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LILLIAN STREET ELEM.,83,0,0,75
109330,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LIZARRAGA EL,137,0,0,137
6017909,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOCKWOOD AVE. ELEM.,35,0,0,32
6017917,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOGAN STREET ELEM.,63,0,0,63
6017941,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LORENA STREET ELEM.,105,0,0,104
6017958,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LORETO STREET ELEM.,65,0,0,49
6111512,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS ANGELES ELEM.,137,0,0,134
112235,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS FELIZ CHARTER SCHOOL FOR THE ARTS,72,0,10,62
6017974,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS FELIZ ELEM.,51,0,0,45
117945,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOU DANTZLER PREPARATORY CHARTER ELEMENTARY, , , , 
6017982,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOYOLA VILLAGE ELEM.,24,0,3,17
6120810,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MACARTHUR PARK VPA,112,0,0,108
6017990,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAGNOLIA AVE. ELEM.,122,0,0,110
6018006,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAIN STREET ELEM.,158,0,0,49
6018014,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MALABAR STREET ELEM.,101,0,0,98
6018022,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MANCHESTER AVENUE ELEMENTARY, , , , 
6018030,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MANHATTAN PLACE ELEM.,65,0,0,49
106922,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAPLE PRIMARY CENTER,122,0,0,107
6018048,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAR VISTA ELEM.,98,0,3,89
6018055,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MARIANNA AVE. ELEM.,53,0,0,38
109256,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MARIPOSA-NABI PRIMARY CENTER,99,0,0,99
6060529,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MARLTON SCH. (SPEC ED),20,0,0,18
6019061,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MARTIN LUTHER KING JR.,109,0,0,62
6018071,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MARVIN ELEM.,170,1,0,150
6018097,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAYBERRY STREET ELEM.,46,0,1,45
6018105,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MCKINLEY AVE. ELEM.,121,0,0,117
6018113,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MELROSE AVE. ELEM.,51,0,1,46
6018139,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MENLO AVE. ELEM.,110,0,0,83
6018154,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MICHELTORENA STREET ELEM.,71,1,2,59
102426,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MILAGRO CHARTER,48,0,0,47
6066278,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MILLER (LOREN) ELEM.,149,0,0,148
6018188,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MIRAMONTE ELEM.,140,0,0,136
6018246,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MT. WASHINGTON ELEM.,71,1,6,58
6018253,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MULTNOMAH STREET ELEM.,64,0,2,49
6018261,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MURCHISON STREET ELEM.,91,0,0,89
100289,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,N.E.W. ACADEMY OF SCIENCE AND ARTS,50,0,0,50
6018303,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NEVIN AVE. ELEM.,131,0,1,130
111211,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NEW HEIGHTS CHARTER,63,0,1,62
6018337,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NINETY-FIFTH STREET ELEM.,148,0,0,146
6018345,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NINETY-NINTH STREET ELEM.,103,0,0,94
6018352,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NINETY-SECOND STREET ELEM.,140,0,0,92
6018378,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NINETY-SIXTH STREET ELEM.,153,0,0,140
6018386,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NINETY-THIRD STREET ELEM.,180,0,0,168
6018410,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NORMANDIE AVE. ELEM.,156,0,1,146
6018436,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,NORWOOD STREET ELEM.,113,0,1,108
102335,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,OCEAN CHARTER SCHOOL,79,0,43,34
109181,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,OLYMPIC PRIMARY CENTER,157,0,1,151
6018469,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ONE HUNDRED EIGHTEENTH ST. ELEM.,121,1,1,117
6018519,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ONE HUNDRED NINTH STREET ELEM.,87,0,0,74
6018535,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ONE HUNDRED SEVENTH ST. ELEM.,170,0,1,158
6018543,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ONE HUNDRED SIXTEENTH ST. ELEM.,72,0,1,71
6018568,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ONE HUNDRED TWELFTH ST. ELEM.,89,0,0,89
6018576,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ONE HUNDRED TWENTY-SECOND ST. EL,134,1,0,131
6097927,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,OPEN CHARTER,47,0,7,38
6018618,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,OVERLAND AVE. ELEM.,103,0,0,84
6018659,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PALMS ELEM.,74,0,1,64
122630,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PARA LOS NINOS - EVELYN THURMAN GRATTS PRIMARY,190,0,0,190
6120489,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PARA LOS NINOS CHARTER ELEMENTARY,66,0,0,66
6018683,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PARMELEE AVE. ELEM.,160,0,0,148
6016638,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PLASENCIA ELEM. & PLASENCIA MAGN,128,0,0,122
6110266,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,POLITI (LEO) ELEM.,117,0,0,117
6120471,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,PUENTE CHARTER,111,0,2,109
6018816,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,QUEEN ANNE PLACE ELEM.,87,0,1,85
6018824,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RAMONA ELEM.,109,1,0,102
6018840,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RAYMOND AVE. ELEM.,92,0,0,68
101618,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RICHARD RIORDAN PRIMARY CENTER,127,0,1,125
6018873,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RICHLAND AVE. ELEM.,52,0,2,36
6018915,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RITTER ELEM.,62,0,0,53
6018949,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ROCKDALE ELEM.,42,0,0,28
6018964,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ROSCOMARE ROAD ELEM.,91,0,3,69
6018980,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ROSEWOOD AVE. ELEM.,45,1,2,40
6018998,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ROWAN AVE. ELEM.,134,0,0,133
6019004,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,RUSSELL ELEM.,140,0,0,136
6060586,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SALVIN,16,0,0,16
6019046,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SAN PASCUAL AVE. ELEM.,37,0,0,30
6019053,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SAN PEDRO STREET ELEM.,142,0,0,141
6019079,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SANTA MONICA BOULEVARD COMMUNITY CHARTER,124,0,0,121
6066286,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SATURN STREET,71,0,0,63
6019095,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SECOND STREET ELEM.,75,0,0,72
6019103,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SELMA AVE. ELEM.,35,0,1,25
6019137,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SEVENTY-FIFTH STREET ELEM.,179,0,0,118
6019145,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SEVENTY-FOURTH STREET ELEM.,74,0,1,62
6019160,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SHENANDOAH STREET ELEM.,105,1,0,98
6019178,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SHERIDAN STREET ELEM.,189,0,1,143
6019202,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SHORT AVE. ELEM.,35,0,3,32
6019210,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SIERRA PARK ELEM.,80,0,0,71
6019228,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SIERRA VISTA ELEM.,50,0,0,46
6019236,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SIXTH AVE. ELEM.,120,0,0,81
6019244,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SIXTY-EIGHTH ST. ELEM.,157,1,0,115
6019251,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SIXTY-FIRST STREET ELEM.,99,0,0,74
6019269,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SIXTY-SIXTH STREET ELEM.,144,0,0,143
6019277,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOLANO AVE. ELEM.,35,0,1,32
6019285,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOTO STREET ELEM.,36,0,0,36
6019293,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOUTH PARK ELEM.,177,0,1,172
126417,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOUTH REGION ELEMENTARY #10,76,0,1,60
126425,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOUTH REGION ELEMENTARY #11,120,1,0,85
122176,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SOUTH REGION ELEMENTARY SCHOOL #7,110,0,0,108
117226,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SPECIAL EDUCATION-INFANT/PRESCHOOL PROGRAM, , , , 
6018402,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,STERRY (NORA) ELEM.,61,0,1,43
6104822,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,SUNRISE ELEM.,62,0,0,61
115139,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THE CENTER FOR ADVANCED LEARNING, , , , 
6019467,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THIRD STREET ELEM.,109,0,2,91
6019475,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,THIRTY-SECOND STREET MAGNET,43,0,0,41
6019509,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,TOLAND WAY ELEM.,64,0,0,43
6019582,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,TWENTIETH STREET ELEM.,111,0,0,105
6019590,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,TWENTY-EIGHTH STREET ELEM.,143,0,0,117
6019608,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,TWENTY-FOURTH STREET ELEM.,127,0,0,105
119693,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,UCLA COMMUNITY,57,0,0,49
6019624,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,UNION AVE. ELEM.,185,0,0,179
6019632,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,UTAH STREET ELEM.,57,0,2,47
6019657,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VALLEY VIEW ELEM.,88,0,3,82
6019681,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VAN NESS AVE. ELEM.,38,0,0,30
6019731,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VERMONT AVE. ELEM.,145,0,0,108
6019749,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VERNON CITY ELEM.,35,0,0,30
6117048,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VIEW PARK PREPARATORY ACCELERATED CHARTER,106,0,1,77
6019772,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VINE STREET ELEM.,88,0,1,78
6019806,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,VIRGINIA ROAD ELEM.,70,0,2,50
6019814,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WADSWORTH AVE. ELEM.,117,0,0,114
6019822,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WALGROVE AVE. ELEM.,56,0,10,42
6019830,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WARNER AVE. ELEM.,117,1,2,87
109306,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WASHINGTON NEW PC #1,102,0,0,100
6114912,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WATTS LEARNING CENTER (CHARTER,63,0,1,51
6019483,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WEEMES (LENICIA B.) ELEM.,138,0,0,128
6019848,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WEIGAND AVE. ELEM.,80,0,0,58
6019863,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WEST ATHENS ELEM.,137,0,0,96
6019889,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WEST VERNON AVE. ELEM.,130,0,0,113
6019905,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WESTERN AVE. ELEM.,95,0,1,87
6019921,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WESTPORT HEIGHTS ELEM.,63,0,3,60
121012,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WESTSIDE INNOVATIVE SCHOOL HOUSE, , , , 
6019939,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WESTWOOD ELEM.,129,0,5,117
6017446,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WILLIAM R. ANTON ELEM.,146,0,1,143
6019970,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WILSHIRE CREST ELEM.,42,0,0,19
112003,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WILSHIRE PARK ELEM,86,0,0,76
6019988,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WILTON PLACE ELEM.,154,0,0,123
6019996,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WINDSOR HILLS ELEM.,68,0,0,49
122150,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WISDOM ELEMENTARY,121,0,0,121
6020010,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WONDERLAND AVE. ELEM.,54,0,4,43
6020028,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WOODCREST ELEM.,148,0,0,120
6020069,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,YORKDALE ELEM.,47,0,0,43
6089700,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,FISHBURN AVE. ELEM.,126,0,1,118
6017545,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,HELIOTROPE AVE. ELEM.,137,0,0,125
6017925,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,LOMA VISTA AVE. ELEM.,141,0,1,139
109363,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,MAYWOOD NEW ELEM,89,0,0,73
6019038,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MISSION HILLS,SAN JOSE STREET ELEM.,90,0,0,83
6018931,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,MONTEREY PARK,LANE (ROBERT HILL) ELEM.,66,0,2,49
6015879,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,ARMINTA STREET ELEM.,69,0,0,69
6016182,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,BURBANK BLVD. ELEM.,72,0,1,69
6016273,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,CAMELLIA AVE. ELEM.,133,0,1,130
6016554,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,COLDWATER CANYON AVE. ELEM.,145,0,1,140
6016562,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,COLFAX AVE. ELEM.,111,0,0,111
6016984,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,FAIR AVE. ELEM.,191,0,0,189
6017784,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,LANKERSHIM ELEM.,85,0,0,79
6060461,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,LOWMAN (C.L.) DEV. CTR.,12,1,0,11
6018196,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,MONLUX (JOHN B.) ELEM.,110,0,1,97
6018626,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,OXNARD STREET ELEM.,84,0,0,78
6018907,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,RIO VISTA ELEM.,80,0,4,64
6019087,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,SATICOY ELEM.,111,0,0,111
6019368,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,NO. HOLLYWOOD,STRATHERN STREET ELEM.,138,0,1,135
