SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 
109207,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,BELL,MARTHA ESCUTIA PRIMARY CENTER,239,0,0,237
6110274,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,BELL,NUEVA VISTA ELEM.,166,0,0,147
6020051,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,BELL,WOODLAWN AVE. ELEM.,147,0,0,147
6016299,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,CANOGA PARK ELEM.,152,0,0,129
6017438,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,HAMLIN CHARTER ACADEMY,77,0,1,73
6017495,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,HART STREET ELEM.,179,0,1,177
6017693,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,JUSTICE STREET ELEM.,82,0,2,69
6017883,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,LIMERICK AVE. ELEM.,182,0,0,168
6119044,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,MULTICULTURAL LEARNING CENTER,60,0,1,58
6018295,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,NEVADA AVE. ELEM.,96,0,1,87
102483,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,NEW ACADEMY CANOGA PARK,60,0,0,56
6018774,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,POMELO DRIVE ELEM.,119,0,3,109
122226,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,STANLEY MOSK ELEMENTARY,110,0,2,105
6019855,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,WELBY WAY ELEM.,69,0,6,56
6020002,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CANOGA PARK,WINNETKA AVE. ELEM.,95,0,0,88
6015754,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,AMBLER AVE. ELEM.,63,1,0,62
6015820,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,ANNALEE AVE. ELEM.,47,0,0,29
6016042,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,BONITA STREET ELEM.,79,0,0,47
6016117,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,BROADACRES AVE. ELEM.,53,0,0,35
6016349,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,CAROLDALE AVE. ELEM.,106,0,0,104
6016364,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,CARSON STREET ELEM.,124,0,2,109
6016406,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,CATSKILL AVE. ELEM.,120,0,1,112
6016737,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,DEL AMO ELEM.,75,0,1,72
6016786,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,DOLORES STREET ELEM.,101,0,0,79
6017826,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,LEAPWOOD AVE. ELEM.,38,0,2,34
6019541,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,TOWNE AVE. ELEM.,45,0,0,29
6019616,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,TWO HUNDRED THIRTY-SECOND PL. EL,69,0,1,64
6016463,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,CHATSWORTH PARK ELEM.,56,0,0,51
6017263,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,GERMAIN STREET ELEM.,87,0,2,85
109934,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,OUR COMMUNITY CHARTER, , , , 
6019392,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,SUPERIOR STREET ELEM.,79,0,3,72
6016885,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,ELIZABETH LEARNING CENTER,115,0,0,104
6018667,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,PARK AVE. ELEM.,105,0,0,71
122168,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,SOUTH REGION ELEMENTARY SCHOOL #3,101,0,0,99
6107411,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,TERESA HUGHES ELEM.,122,0,0,121
6016059,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,BRADDOCK DRIVE ELEM.,70,0,0,63
6018741,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,PLAYA DEL REY ELEM.,46,0,0,45
6019350,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,STONER AVE. ELEM.,65,0,0,49
6016901,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,EMELITA STREET ELEM.,91,1,2,71
6016935,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,ENCINO ELEM.,78,0,0,69
6017768,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,LANAI ROAD ELEM.,124,0,2,113
112060,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,VALLEY REGION HESBY SPAN,47,0,1,38
6015762,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,AMESTOY ELEM.,132,0,2,109
6016430,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,CHAPMAN ELEM., , , , 
6016752,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,DENKER AVE. ELEM.,129,0,0,119
6017214,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,GARDENA ELEM.,96,0,0,93
6018477,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED EIGHTY-SIXTH ST. ELE,152,0,1,108
6018493,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED FIFTY-SIXTH ST. ELEM, , , , 
6018501,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED FIFTY-THIRD ST. ELEM,63,0,2,47
6018550,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED THIRTY-FIFTH ST. ELE,159,0,0,106
6018808,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,PURCHE AVE. ELEM.,84,0,0,79
6016695,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,DANUBE AVE. ELEM.,64,0,0,64
6016869,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,EL ORO WAY ELEM.,74,1,3,70
6017339,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,GRANADA ELEM.,66,0,1,65
6017503,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,HASKELL ELEM.,62,0,1,57
6017743,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,KNOLLWOOD ELEM.,86,0,2,76
6019566,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,TULSA STREET ELEM.,93,0,0,93
6019673,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,VAN GOGH STREET ELEM.,70,0,2,66
6017461,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HARBOR CITY,HARBOR CITY ELEM.,118,0,0,105
6018428,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HARBOR CITY,NORMONT ELEM.,73,0,1,72
6018790,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HARBOR CITY,PRESIDENT AVE. ELEM.,66,0,1,58
6016497,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HAWTHORNE,CIMARRON AVE. ELEM.,66,0,1,49
109660,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,ANTONIO MARIA LUGO ACADEMY,23,0,0,23
117960,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,ASPIRE HUNTINGTON PARK CHARTER,23,0,0,22
109421,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,HOPE STREET ELEM,95,0,0,73
111997,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,HUNTINGTON PARK ELEM,81,0,0,79
121707,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,KIPP COMIENZA COMMUNITY PREP,111,0,2,107
126391,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,LUCILLE ROYBAL-ALLARD ELEMENTARY,98,0,0,62
109272,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,MIDDLETON NEW PRIMARY CENTER,242,0,0,239
6018162,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,MIDDLETON STREET ELEMENTARY, , , , 
6018170,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,MILES AVE. ELEM.,165,0,0,105
109322,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,PACIFIC BOULEVARD,97,0,0,84
6112411,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,SAN ANTONIO ELEM.,129,0,0,51
6110977,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,WALNUT PARK ELEM.,150,0,0,144
6016414,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,INGLEWOOD,CENTURY PARK ELEM.,66,0,1,53
6017842,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE BALBOA,LEMAY STREET ELEM.,79,0,0,78
6016067,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE VIEW TERRACE,BRAINARD AVE. ELEM.,49,0,1,48
115048,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE VIEW TERRACE,FENTON PRIMARY CENTER,234,1,4,229
6016950,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOMITA,ESHELMAN AVE. ELEM.,112,0,0,24
6017933,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOMITA,LOMITA MATH/SCIENCE MAGNET,93,0,1,88
6016794,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LONG BEACH,DOMINGUEZ ELEM.,109,0,0,102
111948,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,4TH STREET PRIMARY CENTER, , , , 
6112536,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ACCELERATED,68,0,0,68
100743,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ACCELERATED SCHOOL,60,0,0,60
6015705,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALBION ELEM.,37,0,0,37
6015713,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALDAMA ELEM.,81,0,0,67
102491,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALEXANDER SCIENCE CENTER,118,0,1,109
6015721,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALEXANDRIA AVE. ELEM.,118,0,0,94
6060545,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALFONSO B. PEREZ SCHOOL, , , , 
6015739,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALLESANDRO ELEM.,80,0,1,77
6015747,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALTA LOMA ELEM.,153,0,0,112
109280,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AMANECER PRIMARY CENTER,80,0,0,52
121103,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AMBASSADOR SCHOOL OF GLOBAL EDUCATION,70,0,0,60
6015804,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANGELES MESA ELEM.,64,0,1,38
6015812,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANN STREET ELEM.,14,0,0,14
6015838,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANNANDALE ELEM.,43,0,0,33
126078,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,APPLE ACADEMY CHARTER PUBLIC,50,0,0,41
6015853,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ARAGON AVE. ELEM.,102,0,0,66
6015861,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ARLINGTON HEIGHTS ELEM., , , , 
1932896,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ARROYO SECO MUSEUM SCIENCE MAGNET,24,0,0,22
6015887,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASCOT AVE. ELEM.,181,0,0,177
124800,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE INSKEEP ACADEMY,40,0,1,38
124784,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE SLAUSON ACADEMY,43,0,0,43
124792,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE TATE ACADEMY,42,0,0,42
6015895,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ATWATER AVE. ELEM.,50,0,0,42
109348,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AURORA ELEMENTARY,80,0,0,80
6015903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AVALON GARDENS ELEM.,42,0,0,37
109231,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BAKEWELL PRIMARY CENTER,211,6,0,204
6015929,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BALDWIN HILLS ELEM.,50,0,0,45
6015994,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BEETHOVEN STREET ELEM.,66,1,5,60
6016018,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BELVEDERE ELEM.,134,0,0,132
6019491,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BIRDIELEE V. BRIGHT ELEM.,128,0,0,128
6016810,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRADLEY MAGNET,49,0,0,46
6016075,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BREED STREET ELEM.,72,0,0,70
6016083,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRENTWOOD SCIENCE MAGNET,21,0,2,17
6016091,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRIDGE STREET ELEM.,49,0,0,47
6016133,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BROCKTON AVE. ELEM.,37,0,0,29
6016141,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BROOKLYN AVE. ELEM.,69,1,1,67
6016166,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUCHANAN STREET ELEM.,51,0,0,37
6016174,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUDLONG AVENUE ELEMENTARY,166,0,0,163
6016216,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUSHNELL WAY ELEM.,59,0,1,36
6016232,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAHUENGA ELEM.,150,0,0,138
124826,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO - SANDRA CISNEROS LA,76,0,0,76
122861,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO ACADEMY #2,48,0,0,48
6117667,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY,66,0,0,66
919003,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY (BURLINGTON CAMPUS),66,0,0,66
919001,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY (HARVARD K-8),48,0,0,48
122564,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY - CASTELLANOS,95,0,0,94
6016281,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CANFIELD AVE. ELEM.,68,0,10,57
122101,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CARSON-GORE ACADEMY OF ENVIORNMENTAL STUDIES,119,0,0,112
6016372,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CARTHAY CTR. ELEM.,50,0,4,43
6016380,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CASTELAR STREET ELEM.,109,0,2,106
6016398,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CASTLE HEIGHTS ELEM.,82,0,4,63
6120794,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CDS ELEMENTARY, , , , 
115766,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY DYAD CHARTER,110,0,0,84
108910,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY NASCENT CHARTER,142,0,0,126
122655,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY OCTAVIA CHARTER,369,0,0,368
115782,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY TROIKA CHARTER,118,0,0,98
126375,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CENTRAL REGION ELEMENTARY #21,79,0,0,7
122127,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CENTRAL REGION ELEMENTARY SCHOOL #17,73,0,0,73
109439,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CESAR CHAVEZ ELEM,80,0,0,80
6018360,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CHARLES BARRETT ELEM.,169,1,1,152
6016448,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CHARNOCK ROAD ELEM.,56,0,0,46
6016471,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CHEREMOYA AVE. ELEM.,51,0,1,43
6016489,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CIENEGA ELEM.,148,0,1,120
126177,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CITIZENS OF THE WORLD 2,134,0,10,91
122556,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CITIZENS OF THE WORLD CHARTER,64,0,1,57
6016505,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CITY TERRACE ELEM.,70,0,1,62
100768,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CLAS AFFIRMATION,67,0,5,58
6016513,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CLIFFORD STREET ELEM.,23,0,0,18
6016521,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CLOVER AVE. ELEM.,112,0,4,87
6016570,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COLISEUM STREET ELEM.,50,0,1,34
6016604,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMONWEALTH AVENUE ELEM,80,0,0,80
6094726,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMUNITY,72,0,2,64
6016612,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMPTON AVE. ELEM.,64,0,0,54
6016646,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COWAN AVE. ELEM.,24,0,3,21
6016653,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CRESCENT HTS. BLVD. ELEM.,50,0,0,28
6016687,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DAHLIA HEIGHTS ELEM.,46,0,0,45
6016711,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DAYTON HEIGHTS ELEM.,103,0,1,88
6016745,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DELEVAN DRIVE ELEM.,78,0,4,52
122135,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DELORES HUERTA ELEMENTARY,85,0,0,78
6016679,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DENA ELEM.,53,0,1,52
6016802,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DORRIS PLACE ELEM.,50,0,0,50
6119903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DOWNTOWN VALUE SCHOOL,42,0,0,42
117028,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DR. JAMES EDWARD JONES PRIMARY CENTER,67,0,0,65
126433,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,"DR. LAWRENCE H. MOORE MATH, SCIENCE, TECHNOLOGY ACADEMY", , , , 
122143,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DR. OWEN LLOYD KNOX ELEMENTARY,134,0,0,117
6016836,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EAGLE ROCK ELEM.,76,0,1,71
6016844,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EASTMAN AVE. ELEM.,207,0,0,175
6016877,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EL SERENO ELEM.,59,0,0,59
6016893,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ELYSIAN HEIGHTS ELEM.,35,0,0,34
119982,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EQUITAS ACADEMY CHARTER,143,0,0,143
6110969,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ESPERANZA ELEM.,157,0,0,155
122119,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ESTRELLA ELEMENTARY,99,1,0,98
6016968,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EUCLID AVE. ELEM.,123,0,1,120
6016976,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EVERGREEN AVE. ELEM.,135,0,0,127
124198,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EXTERA PUBLIC, , , , 
6016992,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FAIRBURN AVE. ELEM.,78,0,2,58
6017008,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FARMDALE ELEM.,64,0,1,55
6017040,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIFTY-FOURTH STREET ELEM.,51,0,0,16
6017057,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIFTY-NINTH STREET ELEM.,68,0,1,39
6017065,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIFTY-SECOND STREET ELEM.,140,0,0,123
6017073,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIGUEROA STREET ELEM., , , , 
6017099,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIRST STREET ELEM.,111,0,0,111
6017115,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLETCHER DRIVE ELEM.,54,0,0,38
6017123,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLORENCE AVE. ELEM.,123,0,0,90
6018527,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLORENCE GRIFFITH-JOYNER ELEM.,123,1,0,122
6018485,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLOURNOY ELEM.,122,1,0,89
6017131,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FORD BLVD. ELEM.,169,0,0,159
6017149,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FORTY-NINTH STREET ELEM.,149,0,0,138
6017156,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FORTY-SECOND STREET ELEM.,62,0,1,29
6061451,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FOSHAY LRNG. CTR.,24,0,0,22
6017164,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FOURTH STREET ELEMENTARY,180,0,0,177
111971,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FRANK DEL OLMO ELEMENTARY,161,0,0,155
6017172,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FRANKLIN AVE. ELEM.,81,0,8,72
117952,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FREDRICK DOUGLASS ACADEMY ELEMENTARY, , , , 
115311,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FULL CIRCLE LEARNING ACADEMY, , , , 
120667,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FUTURO COLLEGE PREPARATORY ELEMENTARY,67,0,0,49
108886,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GABRIELLA CHARTER,44,0,1,43
6017222,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARDNER STREET ELEM.,75,0,1,63
112334,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARR ACADEMY OF MATHEMATICS & ENTREPRENEURIAL STUD,60,0,0,60
6017230,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARVANZA ELEM.,58,0,0,50
109223,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARZA PRIMARY CENTER,63,1,0,55
