SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE,MMR1 ,MMR2
6966113,SAN DIEGO,PRIVATE,68338,ST. RITA'S SCH.,24,0,0,24,24
6981054,SAN DIEGO,PRIVATE,68338,ST. THERESE ACAD.,31,0,1,30,30
6975882,SAN DIEGO,PRIVATE,68338,ST. VINCENT DE PAUL S,23,0,0,23,23
6975932,SAN DIEGO,PRIVATE,68338,STELLA MARIS ACAD.,17,0,1,16,15
6939433,SAN DIEGO,PRIVATE,68338,TABERNACLE CHRTN. ACA,10,0,0,9,10
6993166,SAN DIEGO,PRIVATE,68338,THE CHILDREN'S SCHOOL,29,0,0,29,29
6975460,SAN DIEGO,PRIVATE,68338,THE EVANS SCH.,13,0,0,13,13
6988166,SAN DIEGO,PRIVATE,68338,THE GILLISPIE SCHOOL,31,0,1,30,30
6202386,SAN DIEGO,PRIVATE,68338,THE ROCK ACADEMY,36,0,1,35,35
7081631,SAN DIEGO,PRIVATE,68338,WALDORF SCH.  OF SAN,43,0,22,21,19
6991319,SAN DIEGO,PRIVATE,68338,WARREN-WALKER- POINT,22,0,1,21,21
6927883,SAN DIEGO,PRIVATE,68346,SANTA FE CHRTN.,34,0,5,29,27
6205769,SAN DIEGO,PRIVATE,68361,KUYPER PREPARATORY SC,10,0,0,10,10
6975593,SAN DIEGO,PRIVATE,68379,OUR LADY OF MOUNT CAR,31,0,0,31,27
6905061,SAN DIEGO,PRIVATE,68387,DEL MAR PINES ELEM.,22,0,0,22,22
6902100,SAN DIEGO,PRIVATE,68387,DIEGUENO COUNTRY SCHO,18,0,2,16,16
6203491,SAN DIEGO,PRIVATE,68387,HORIZON PREP ELEMENTA,43,0,10,33,33
6975734,SAN DIEGO,PRIVATE,68387,SAINT JAMES ACAD.,23,0,2,21,21
7093602,SAN DIEGO,PRIVATE,68387,THE NATIVITY SCHOOL,21,0,1,19,19
6939177,SAN DIEGO,PRIVATE,68395,MIDWAY BAPTIST,18,0,0,17,17
6975692,SAN DIEGO,PRIVATE,68395,ST. CHARLES CATHOLIC,16,0,0,16,15
6918528,SAN DIEGO,PRIVATE,68395,ST. JAMES LUTHERAN P.,13,0,0,13,13
7079551,SAN DIEGO,PRIVATE,68452,CALVARY CHRTN.,16,0,1,15,14
6907794,SAN DIEGO,PRIVATE,68452,FAITH LUTHERAN SCHOOL,18,0,1,17,17
7101017,SAN DIEGO,PRIVATE,68452,MONTESSORI SCHOOL OF,13,0,1,12,6
7095474,SAN DIEGO,PRIVATE,68452,NEW VENTURE CHRTN. SC,25,8,0,17,17
6975726,SAN DIEGO,PRIVATE,68452,SAINT FRANCIS OF ASSI,37,0,1,36,36
6987002,SAN DIEGO,PRIVATE,68452,TRI-CITY CHRTN. SCH.,38,0,1,37,37
6975973,SAN DIEGO,PRIVATE,68452,VISTA CHRISTIAN SCHOO,20,0,1,18,18
7087760,SAN DIEGO,PRIVATE,73551,BRIGHT HORIZONS,10,0,0,9,1
6975346,SAN DIEGO,PRIVATE,73551,CASA MONTESSORI DE CA,11,0,3,8,8
7103104,SAN DIEGO,PRIVATE,73551,DISCOVERY ISLE CHILD,14,0,0,14,14
6975841,SAN DIEGO,PRIVATE,73551,ST. PATRICK'S PARISH,50,0,0,50,50
7055288,SAN DIEGO,PRIVATE,73569,FAITH TEMPLE CHRISTIA,13,0,0,13,13
7103047,SAN DIEGO,PRIVATE,73569,KIDDIE ACADEMY CHILDC,20,0,0,20,20
7090327,SAN DIEGO,PRIVATE,73569,OCEANSIDE ADVENTIST E,20,0,0,20,20
6930499,SAN DIEGO,PRIVATE,73569,OLD MISSION MONTESSOR,39,0,1,38,28
6975817,SAN DIEGO,PRIVATE,73569,ST. MARY STAR OF THE,35,0,1,34,34
7095144,SAN DIEGO,PRIVATE,73791,DISCOVERY ISLE CHILD,16,0,0,16,9
137504,SAN DIEGO,PRIVATE,73791,Rancho Carrillo Kinde,13,0,0,13,13
7090244,SAN DIEGO,PRIVATE,73791,ST. JOSEPH ACADEMY,26,0,0,26,26
6930564,SAN DIEGO,PRIVATE,73791,VALLEY CHRTN.,19,2,0,17,17
6040695,SAN FRANCISCO,PUBLIC,68478,ALAMO ELEM.,84,0,0,84,81
6113245,SAN FRANCISCO,PUBLIC,68478,ALICE FONG YU,66,0,0,66,66
6040703,SAN FRANCISCO,PUBLIC,68478,ALVARADO ELEM.,83,1,0,81,79
6040737,SAN FRANCISCO,PUBLIC,68478,ARGONNE ELEM.,72,0,2,70,70
6040752,SAN FRANCISCO,PUBLIC,68478,BESSIE CARMICHAEL ELE,87,0,1,86,83
6040760,SAN FRANCISCO,PUBLIC,68478,BRET HARTE ELEM.,46,0,0,44,41
6040778,SAN FRANCISCO,PUBLIC,68478,BRYANT ELEM.,43,0,0,42,41
6072094,SAN FRANCISCO,PUBLIC,68478,BUENA VISTA ALTERNATE,67,0,0,60,58
6041149,SAN FRANCISCO,PUBLIC,68478,CESAR CHAVEZ ELEM.,95,0,1,78,90
6102479,SAN FRANCISCO,PUBLIC,68478,CLAIRE LILIENTHAL,80,0,0,80,80
6040828,SAN FRANCISCO,PUBLIC,68478,CLARENDON ALT.,110,0,4,106,104
6040836,SAN FRANCISCO,PUBLIC,68478,CLEVELAND ELEM.,61,0,0,59,57
6040851,SAN FRANCISCO,PUBLIC,68478,COMMODORE SLOAT ELEM.,60,0,1,57,57
6040893,SAN FRANCISCO,PUBLIC,68478,DANIEL WEBSTER ELEM.,56,0,3,47,49
111427,SAN FRANCISCO,PUBLIC,68478,DIANNE FEINSTEIN ELEM,88,0,2,82,83
6104673,SAN FRANCISCO,PUBLIC,68478,DREW (CHARLES R.) ELE,79,0,0,77,78
6040943,SAN FRANCISCO,PUBLIC,68478,EDWARD R. TAYLOR ELEM,110,0,0,110,106
6040950,SAN FRANCISCO,PUBLIC,68478,EL DORADO ELEM.,49,0,0,47,46
6040984,SAN FRANCISCO,PUBLIC,68478,FAIRMOUNT ELEM.,60,0,2,58,55
6041008,SAN FRANCISCO,PUBLIC,68478,FRANCIS SCOTT KEY ELE,84,0,0,84,84
6041016,SAN FRANCISCO,PUBLIC,68478,FRANK MCCOPPIN ELEM.,38,0,0,38,38
6041040,SAN FRANCISCO,PUBLIC,68478,GARFIELD ELEM.,38,0,0,38,38
6041065,SAN FRANCISCO,PUBLIC,68478,GEORGE PEABODY ELEM.,47,0,0,47,47
6099154,SAN FRANCISCO,PUBLIC,68478,GEORGE R. MOSCONE ELE,64,0,0,58,58
6093496,SAN FRANCISCO,PUBLIC,68478,GEORGE W. CARVER ELEM,55,0,0,43,52
6041073,SAN FRANCISCO,PUBLIC,68478,GLEN PARK ELEM.,70,0,0,68,66
6040877,SAN FRANCISCO,PUBLIC,68478,GORDAN J. LAU,119,0,0,119,119
6041115,SAN FRANCISCO,PUBLIC,68478,GRATTAN ELEM.,74,0,1,70,68
6041123,SAN FRANCISCO,PUBLIC,68478,GUADALUPE ELEM.,88,0,0,88,88
6040919,SAN FRANCISCO,PUBLIC,68478,HARVEY MILK (DOUGLAS,44,0,2,42,40
6041156,SAN FRANCISCO,PUBLIC,68478,HILLCREST ELEM.,87,0,0,80,76
6041206,SAN FRANCISCO,PUBLIC,68478,JEAN PARKER ELEM.,62,0,0,58,59
6041230,SAN FRANCISCO,PUBLIC,68478,JEFFERSON ELEM.,88,0,0,88,87
6041255,SAN FRANCISCO,PUBLIC,68478,JOHN MUIR ELEM.,49,0,0,49,41
6113252,SAN FRANCISCO,PUBLIC,68478,JOHN YEHALL CHIN,45,0,0,45,45
6041271,SAN FRANCISCO,PUBLIC,68478,JOSE ORTEGA ELEM.,53,0,0,46,49
6041289,SAN FRANCISCO,PUBLIC,68478,JUNIPERO SERRA ELEM.,41,0,0,41,41
6041305,SAN FRANCISCO,PUBLIC,68478,LAFAYETTE ELEM.,90,0,2,87,85
6041321,SAN FRANCISCO,PUBLIC,68478,LAKESHORE ELEM.,90,0,0,87,86
6041339,SAN FRANCISCO,PUBLIC,68478,LAWTON ELEM.,66,0,0,65,65
6041347,SAN FRANCISCO,PUBLIC,68478,LEONARD R. FLYNN,86,0,1,81,77
6041362,SAN FRANCISCO,PUBLIC,68478,LONGFELLOW ELEM.,102,0,0,102,97
6041586,SAN FRANCISCO,PUBLIC,68478,MALCOLM X ACAD.,19,0,0,14,11
6041412,SAN FRANCISCO,PUBLIC,68478,MARSHALL ELEM.,44,0,1,43,43
6041420,SAN FRANCISCO,PUBLIC,68478,MCKINLEY ELEM.,65,0,2,63,61
6041438,SAN FRANCISCO,PUBLIC,68478,MIRALOMA ELEM.,60,1,0,58,58
6089585,SAN FRANCISCO,PUBLIC,68478,MISSION ED. CTR.,17,0,0,17,15
6041446,SAN FRANCISCO,PUBLIC,68478,MONROE ELEM.,88,0,3,83,80
6097919,SAN FRANCISCO,PUBLIC,68478,NEW TRADITIONS CTR.,47,0,1,44,42
6041487,SAN FRANCISCO,PUBLIC,68478,PAUL REVERE ELEM.,59,0,1,49,51
6041511,SAN FRANCISCO,PUBLIC,68478,REDDING ELEM.,64,0,1,61,58
6041529,SAN FRANCISCO,PUBLIC,68478,ROBERT L. STEVENSON E,90,0,0,88,90
6089775,SAN FRANCISCO,PUBLIC,68478,ROOFTOP ELEM.,66,0,0,65,64
6041503,SAN FRANCISCO,PUBLIC,68478,ROSA PARKS ELEM.,95,0,0,94,93
6093488,SAN FRANCISCO,PUBLIC,68478,S.F. COMMUNITY ALT.,32,0,0,32,32
6041545,SAN FRANCISCO,PUBLIC,68478,SANCHEZ ELEM.,46,0,0,43,41
6041560,SAN FRANCISCO,PUBLIC,68478,SHERIDAN ELEM.,36,0,0,36,36
6041578,SAN FRANCISCO,PUBLIC,68478,SHERMAN ELEM.,67,0,0,67,65
6041594,SAN FRANCISCO,PUBLIC,68478,SPRING VALLEY ELEM.,60,0,0,59,59
6041602,SAN FRANCISCO,PUBLIC,68478,STARR KING ELEM.,66,0,2,58,56
6041610,SAN FRANCISCO,PUBLIC,68478,SUNNYSIDE ELEM.,70,0,0,68,65
6113997,SAN FRANCISCO,PUBLIC,68478,SUNSET ELEMENTARY,67,0,0,67,67
6041644,SAN FRANCISCO,PUBLIC,68478,SUTRO ELEM.,46,0,0,45,45
6115901,SAN FRANCISCO,PUBLIC,68478,TENDERLOIN COMMUNITY,66,0,0,66,66
6041685,SAN FRANCISCO,PUBLIC,68478,ULLOA ELEM.,88,0,0,88,88
6041701,SAN FRANCISCO,PUBLIC,68478,VISITACION VALLEY ELE,87,0,0,87,86
6041727,SAN FRANCISCO,PUBLIC,68478,WEST PORTAL ELEM.,101,0,1,100,100
6040968,SAN FRANCISCO,PUBLIC,68478,WILLIAM L. COBB ELEM.,54,0,2,48,45
6041131,SAN FRANCISCO,PUBLIC,68478,YICK WO ELEM.,44,0,1,43,43
6040935,SAN FRANCISCO,PUBLIC,75648,EDISON CHARTER ACADEM,50,0,0,47,47
6930572,SAN FRANCISCO,PRIVATE,68478,ADDA CLEVENGER JR PRE,18,0,0,18,18
6965578,SAN FRANCISCO,PRIVATE,68478,BRANDEIS HILLEL DAY S,44,0,2,40,42
6965586,SAN FRANCISCO,PRIVATE,68478,CATHEDRAL SCH.  FOR B,44,0,1,43,43
7096514,SAN FRANCISCO,PRIVATE,68478,CHILDREN'S DAY SCHOOL,45,0,0,44,44
7021116,SAN FRANCISCO,PRIVATE,68478,CHINESE AMERICAN INTE,54,0,0,54,48
6981138,SAN FRANCISCO,PRIVATE,68478,CONVENT OF THE SACRED,51,0,0,51,51
6903165,SAN FRANCISCO,PRIVATE,68478,CORNERSTONE ACADEMY,116,0,0,116,116
7086192,SAN FRANCISCO,PRIVATE,68478,CORNERSTONE ACADEMY -,12,0,0,12,12
6981146,SAN FRANCISCO,PRIVATE,68478,CORPUS CHRISTI,17,0,0,17,12
6981500,SAN FRANCISCO,PRIVATE,68478,ECOLE NOTRE DAME DES,30,0,0,30,30
6980734,SAN FRANCISCO,PRIVATE,68478,EPIPHANY ELEM.,55,0,0,55,55
7044605,SAN FRANCISCO,PRIVATE,68478,EUREKA LRNG. CTR.,11,0,1,10,4
6981195,SAN FRANCISCO,PRIVATE,68478,FRENCH AMERICAN INT'L,86,0,3,82,80
6997829,SAN FRANCISCO,PRIVATE,68478,HAMLIN,49,0,0,49,46
6987051,SAN FRANCISCO,PRIVATE,68478,HOLY FAMILY DAY HOME,12,0,0,12,5
6981278,SAN FRANCISCO,PRIVATE,68478,HOLY NAME ELEM.,30,0,0,30,30
6981328,SAN FRANCISCO,PRIVATE,68478,KATHERINE DELMAR BURK,42,0,0,42,40
6130090,SAN FRANCISCO,PRIVATE,68478,KATHERINE MICHIELS SC,29,0,0,29,29
6131031,SAN FRANCISCO,PRIVATE,68478,KROUZIAN ZEKARIAN ARM,10,0,0,10,10
6906176,SAN FRANCISCO,PRIVATE,68478,LAKESIDE PRESBYTERIAN,13,0,0,13,13
6939664,SAN FRANCISCO,PRIVATE,68478,LYCEE FRANCAIS LA PER,53,2,0,51,30
6981716,SAN FRANCISCO,PRIVATE,68478,MEGAN FURTH ACADEMY,17,0,0,17,17
6981419,SAN FRANCISCO,PRIVATE,68478,MISSION DOLORES GRAMM,15,0,0,15,15
7089568,SAN FRANCISCO,PRIVATE,68478,MONTESSORI HOUSE OF C,15,0,0,15,15
6981542,SAN FRANCISCO,PRIVATE,68478,ONE-FIFTY PARKER AVE.,14,0,0,14,0
6981559,SAN FRANCISCO,PRIVATE,68478,OUR LADY OF THE VISIT,20,0,0,20,16
6902910,SAN FRANCISCO,PRIVATE,68478,PARKSIDE P.S. & K.,12,0,0,12,12
6205652,SAN FRANCISCO,PRIVATE,68478,PRESIDIO HILL SCHOOL,31,0,0,31,31
6981674,SAN FRANCISCO,PRIVATE,68478,SAINT BRENDAN,41,0,0,41,41
6981682,SAN FRANCISCO,PRIVATE,68478,SAINT BRIGID SCHOOL,25,0,0,25,25
6981690,SAN FRANCISCO,PRIVATE,68478,SAINT CECILIA'S,66,0,1,65,65
6981740,SAN FRANCISCO,PRIVATE,68478,SAINT FINN BARR,33,0,0,33,33
6981773,SAN FRANCISCO,PRIVATE,68478,SAINT JAMES,19,0,0,19,16
6980585,SAN FRANCISCO,PRIVATE,68478,SAINT MONICA,23,0,1,22,21
6980601,SAN FRANCISCO,PRIVATE,68478,SAINT PAUL ELEM.,20,1,1,18,18
6980643,SAN FRANCISCO,PRIVATE,68478,SAINT STEPHEN'S,35,0,0,35,35
6980650,SAN FRANCISCO,PRIVATE,68478,SAINT THOMAS MORE ELE,36,0,0,36,36
6980684,SAN FRANCISCO,PRIVATE,68478,SAINTS PETER & PAUL S,25,0,1,24,20
6980692,SAN FRANCISCO,PRIVATE,68478,SAN FRANCISCO CHRISTI,14,0,0,14,14
6915748,SAN FRANCISCO,PRIVATE,68478,SAN FRANCISCO DAY,45,0,0,45,44
6204762,SAN FRANCISCO,PRIVATE,68478,SAN FRANCISCO FRIENDS,45,0,1,44,44
6907927,SAN FRANCISCO,PRIVATE,68478,SAN FRANCISCO WALDORF,75,0,51,24,21
6981658,SAN FRANCISCO,PRIVATE,68478,ST. ANNE SCH.,56,0,0,56,56
6981708,SAN FRANCISCO,PRIVATE,68478,ST. CHARLES SCH.,12,0,0,12,12
6981724,SAN FRANCISCO,PRIVATE,68478,ST. ELIZABETH'S ELEM.,12,0,0,12,12
6981765,SAN FRANCISCO,PRIVATE,68478,ST. GABRIEL,60,0,0,60,60
6980619,SAN FRANCISCO,PRIVATE,68478,ST. PETER'S PARISH,29,1,0,28,25
6980668,SAN FRANCISCO,PRIVATE,68478,ST. THOMAS APOSTLE EL,24,0,0,23,24
6980676,SAN FRANCISCO,PRIVATE,68478,ST. VINCENT DE PAUL,32,0,1,31,31
6980742,SAN FRANCISCO,PRIVATE,68478,STAR OF THE SEA ELEM.,27,0,0,27,27
838001,SAN FRANCISCO,PRIVATE,68478,STRATFORD-SF,21,0,0,21,14
6980759,SAN FRANCISCO,PRIVATE,68478,STUART HALL FOR BOYS.,48,0,0,48,48
6905913,SAN FRANCISCO,PRIVATE,68478,SYNERGY,23,0,0,21,21
6980726,SAN FRANCISCO,PRIVATE,68478,THE SAN FRANCISCO SCH,27,0,1,26,24
6980833,SAN FRANCISCO,PRIVATE,68478,TOWN SCH.  FOR BOYS,45,0,1,40,40
6980874,SAN FRANCISCO,PRIVATE,68478,WEST PORTAL LUTHERAN,53,0,0,53,53
6980890,SAN FRANCISCO,PRIVATE,68478,ZION LUTHERAN ELEM.,12,0,0,12,12
6069215,SAN JOAQUIN,PUBLIC,10397,SPECIAL ED. PRGMS.,49,0,3,46,26
3930476,SAN JOAQUIN,PUBLIC,10397,VENTURE ACADEMY,15,0,0,15,15
6041750,SAN JOAQUIN,PUBLIC,68486,BANTA ELEM.,34,0,0,34,34
6041784,SAN JOAQUIN,PUBLIC,68502,COLLEGEVILLE ELEM.,20,0,0,20,20
6041792,SAN JOAQUIN,PUBLIC,68502,DENT ELEM.,109,0,0,109,109
6041800,SAN JOAQUIN,PUBLIC,68502,FARMINGTON ELEM.,26,0,0,26,26
6041834,SAN JOAQUIN,PUBLIC,68502,VAN ALLEN ELEM.,22,0,0,22,22
6117618,SAN JOAQUIN,PUBLIC,68544,HAWKINS ELEM,82,0,6,76,75
6110373,SAN JOAQUIN,PUBLIC,68544,MONTICELLO PRIMARY,95,0,2,89,81
105718,SAN JOAQUIN,PUBLIC,68544,TRAINA (ANTHONY C.) S,80,0,1,79,77
114645,SAN JOAQUIN,PUBLIC,68551,BETHANY ELEM.,79,0,0,79,79
6041883,SAN JOAQUIN,PUBLIC,68551,LAMMERSVILLE ELEM.,32,0,0,31,31
106484,SAN JOAQUIN,PUBLIC,68551,WICKLUND ELEMENTARY,87,0,2,85,80
6111462,SAN JOAQUIN,PUBLIC,68569,BROOKSIDE ELEM.,77,0,0,77,73
6104020,SAN JOAQUIN,PUBLIC,68569,CLAUDIA LANDEEN,79,0,0,79,77
6041891,SAN JOAQUIN,PUBLIC,68569,COLONIAL HEIGHTS ELEM,79,0,3,75,75
6105738,SAN JOAQUIN,PUBLIC,68569,DON RIGGIO,93,0,2,91,83
6041909,SAN JOAQUIN,PUBLIC,68569,JOHN R. WILLIAMS ELEM,55,0,0,54,52
6041917,SAN JOAQUIN,PUBLIC,68569,LINCOLN ELEM.,105,0,0,105,101
6095210,SAN JOAQUIN,PUBLIC,68569,MABLE BARRON ELEM.,81,1,1,79,79
6041933,SAN JOAQUIN,PUBLIC,68569,TULLY C KNOWLES,78,0,0,78,70
6041966,SAN JOAQUIN,PUBLIC,68577,GLENWOOD ELEM.,43,0,0,42,42
6041974,SAN JOAQUIN,PUBLIC,68577,LINDEN ELEM.,100,0,1,99,98
6042006,SAN JOAQUIN,PUBLIC,68577,WAVERLY ELEM.,25,0,0,24,24
102632,SAN JOAQUIN,PUBLIC,68585,ANSEL ADAMS,134,0,0,134,123
6108856,SAN JOAQUIN,PUBLIC,68585,BECKMAN ELEM.,84,0,1,83,68
100560,SAN JOAQUIN,PUBLIC,68585,BORCHARDT (LOIS) ELEM,121,0,1,118,113
6104426,SAN JOAQUIN,PUBLIC,68585,CLAIRMONT ELEM.,80,0,0,80,79
6042048,SAN JOAQUIN,PUBLIC,68585,CLEMENTS ELEM.,49,0,2,47,46
6104038,SAN JOAQUIN,PUBLIC,68585,CREEKSIDE ELEM.,96,0,0,96,87
6042055,SAN JOAQUIN,PUBLIC,68585,DAVIS ELEM.,50,0,0,50,44
111286,SAN JOAQUIN,PUBLIC,68585,GEORGE LINCOLN MOSHER,66,0,0,66,63
6097760,SAN JOAQUIN,PUBLIC,68585,HERITAGE ELEM.,133,0,0,133,133
6042121,SAN JOAQUIN,PUBLIC,68585,HOUSTON ELEMENTARY,24,0,0,24,23
6117675,SAN JOAQUIN,PUBLIC,68585,JOE SERNA JR. CHARTER,41,0,1,40,40
6111983,SAN JOAQUIN,PUBLIC,68585,JOHN MUIR ELEM.,89,0,0,88,89
6120059,SAN JOAQUIN,PUBLIC,68585,JULIA MORGAN,66,0,2,61,61
6042139,SAN JOAQUIN,PUBLIC,68585,LAKEWOOD ELEM.,57,0,0,57,51
108209,SAN JOAQUIN,PUBLIC,68585,LARSON (ELLERTH E.) E,101,0,0,101,96
6042147,SAN JOAQUIN,PUBLIC,68585,LAWRENCE ELEM.,82,0,1,81,77
6042170,SAN JOAQUIN,PUBLIC,68585,LIVE OAK ELEM.,42,0,0,42,39
6042154,SAN JOAQUIN,PUBLIC,68585,NICHOLS (LEROY) ELEM.,66,0,2,64,63
6100341,SAN JOAQUIN,PUBLIC,68585,OAKWOOD ELEM.,79,1,0,78,74
6100366,SAN JOAQUIN,PUBLIC,68585,PARKLANE ELEM.,150,0,0,150,149
116608,SAN JOAQUIN,PUBLIC,68585,PODESTA RANCH ELEMENT,45,0,0,41,38
6042071,SAN JOAQUIN,PUBLIC,68585,REESE (ERMA B.) ELEM.,88,0,0,88,85
6118921,SAN JOAQUIN,PUBLIC,68585,RIVER OAKS CHARTER SC,60,0,1,59,59
108217,SAN JOAQUIN,PUBLIC,68585,SILVA (MANLIO) ELEMEN,92,0,1,91,89
6042246,SAN JOAQUIN,PUBLIC,68585,TOKAY COLONY,16,0,0,16,16
6116594,SAN JOAQUIN,PUBLIC,68585,UNIVERSITY PUBLIC CHA,60,0,1,59,59
6098057,SAN JOAQUIN,PUBLIC,68585,VICTOR ELEM.,38,0,1,35,33
6042295,SAN JOAQUIN,PUBLIC,68585,VINEWOOD ELEM.,68,0,0,68,64
6108807,SAN JOAQUIN,PUBLIC,68585,WAGNER HOLT ELEM.,80,0,0,76,78
6042097,SAN JOAQUIN,PUBLIC,68585,WASHINGTON (GEORGE) E,60,0,0,60,55
6109839,SAN JOAQUIN,PUBLIC,68585,WESTWOOD ELEM.,92,0,0,92,91
111419,SAN JOAQUIN,PUBLIC,68585,WOODBRIDGE,60,0,0,58,55
6109532,SAN JOAQUIN,PUBLIC,68593,BROCKMAN (STELLA) ELE,102,0,0,102,102
6112197,SAN JOAQUIN,PUBLIC,68593,COWELL (JOSHUA) ELEM.,64,0,0,64,64
6108237,SAN JOAQUIN,PUBLIC,68593,ELLIOTT (BROCK) ELEM.,66,0,0,66,66
6042311,SAN JOAQUIN,PUBLIC,68593,FRENCH CAMP ELEM.,87,0,1,86,86
6120505,SAN JOAQUIN,PUBLIC,68593,GEORGE Y. KOMURE,99,0,1,98,98
6042329,SAN JOAQUIN,PUBLIC,68593,GOLDEN WEST ELEM.,79,0,0,79,79
6115414,SAN JOAQUIN,PUBLIC,68593,GREAT VALLEY ELEM.,137,0,0,137,137
6104533,SAN JOAQUIN,PUBLIC,68593,HAFLEY (NEIL) ELEM.,75,0,0,75,75
6118509,SAN JOAQUIN,PUBLIC,68593,JOSEPH WIDMER JR. ELE,102,0,1,101,101
6110555,SAN JOAQUIN,PUBLIC,68593,KNODT (AUGUST JR.) EL,88,0,0,88,88
6042337,SAN JOAQUIN,PUBLIC,68593,LATHROP,99,0,0,99,99
6042345,SAN JOAQUIN,PUBLIC,68593,LINCOLN ELEM.,66,0,0,66,66
6107429,SAN JOAQUIN,PUBLIC,68593,MCPARLAND (GEORGE) AN,106,1,1,104,104
113357,SAN JOAQUIN,PUBLIC,68593,MOSSDALE ELEM.,89,0,1,88,88
6042360,SAN JOAQUIN,PUBLIC,68593,NEW HAVEN ELEM.,64,0,0,64,64
6042378,SAN JOAQUIN,PUBLIC,68593,NILE GARDEN ELEM.,51,0,0,51,51
6042386,SAN JOAQUIN,PUBLIC,68593,SEQUOIA,97,2,1,94,94
6042394,SAN JOAQUIN,PUBLIC,68593,SHASTA ELEM.,99,0,4,95,95
108613,SAN JOAQUIN,PUBLIC,68593,VERITAS ELEMENTARY,49,0,2,47,47
105973,SAN JOAQUIN,PUBLIC,68593,WALTER E. WOODWARD,99,0,13,86,86
6042428,SAN JOAQUIN,PUBLIC,68619,NEW HOPE ELEMENTARY,27,0,0,27,27
6119309,SAN JOAQUIN,PUBLIC,68627,DELTA CHARTER,13,0,0,13,13
6042436,SAN JOAQUIN,PUBLIC,68627,NEW JERUSALEM ELEM.,24,0,2,22,22
6042444,SAN JOAQUIN,PUBLIC,68635,OAK VIEW ELEM.,58,0,1,57,56
6109284,SAN JOAQUIN,PUBLIC,68650,COLONY OAK ELEM.,46,0,3,43,43
108035,SAN JOAQUIN,PUBLIC,68650,PARK VIEW ELEMENTARY,66,0,3,63,63
6042477,SAN JOAQUIN,PUBLIC,68650,RIPON ELEM.,45,0,1,44,44
6042485,SAN JOAQUIN,PUBLIC,68650,RIPONA ELEM.,45,0,1,44,44
6106322,SAN JOAQUIN,PUBLIC,68650,WESTON ELEM.,47,0,0,47,47
6042501,SAN JOAQUIN,PUBLIC,68676,ADAMS ELEMENTARY,76,0,0,76,76
111369,SAN JOAQUIN,PUBLIC,68676,ALEXANDER HAMILTON EL,75,0,0,75,73
6042519,SAN JOAQUIN,PUBLIC,68676,AUGUST ELEM.,79,0,3,75,69
100206,SAN JOAQUIN,PUBLIC,68676,BUSH ELEMENTARY,82,0,0,81,81
114926,SAN JOAQUIN,PUBLIC,68676,CALIFORNIA VIRTUAL AC,24,0,6,18,18
6042535,SAN JOAQUIN,PUBLIC,68676,CLEVELAND ELEM.,104,0,1,103,102
117853,SAN JOAQUIN,PUBLIC,68676,DR. LEWIS DOLPHIN STA,17,0,0,12,12
6042543,SAN JOAQUIN,PUBLIC,68676,EL DORADO ELEM.,102,0,0,100,102
6042550,SAN JOAQUIN,PUBLIC,68676,ELMWOOD ELEM.,99,0,2,97,96
6042576,SAN JOAQUIN,PUBLIC,68676,FILLMORE ELEM.,99,0,0,99,98
6042600,SAN JOAQUIN,PUBLIC,68676,GRUNSKY ELEM.,59,0,0,59,58
6042618,SAN JOAQUIN,PUBLIC,68676,HARRISON ELEM.,95,1,0,94,85
6042626,SAN JOAQUIN,PUBLIC,68676,HAZELTON ELEM.,93,0,0,93,93
6042634,SAN JOAQUIN,PUBLIC,68676,HOOVER ELEM.,64,0,0,64,63
6118871,SAN JOAQUIN,PUBLIC,68676,HUERTA (DOLORES) ELEM,48,0,0,48,48
111351,SAN JOAQUIN,PUBLIC,68676,JOHN C. FREMONT ELEME,116,0,0,116,115
111310,SAN JOAQUIN,PUBLIC,68676,JOHN MARSHALL ELEMENT,60,0,0,60,59
6042667,SAN JOAQUIN,PUBLIC,68676,KENNEDY ELEM.,85,0,0,85,84
6042568,SAN JOAQUIN,PUBLIC,68676,KING (MARTIN LUTHER),122,0,1,121,118
6098677,SAN JOAQUIN,PUBLIC,68676,KOHL (HERBERT R.) OPE,21,0,1,20,20
6042683,SAN JOAQUIN,PUBLIC,68676,MADISON ELEM.,80,0,0,80,80
111328,SAN JOAQUIN,PUBLIC,68676,MAXINE HONG KINGSTON,60,0,0,59,60
6042691,SAN JOAQUIN,PUBLIC,68676,MCKINLEY ELEM.,103,0,0,101,102
6042709,SAN JOAQUIN,PUBLIC,68676,MONROE ELEM.,60,0,1,57,58
6042717,SAN JOAQUIN,PUBLIC,68676,MONTEZUMA ELEM.,74,0,0,66,74
6042725,SAN JOAQUIN,PUBLIC,68676,NIGHTINGALE ELEM.,50,0,0,50,50
6042741,SAN JOAQUIN,PUBLIC,68676,PULLIAM ELEM.,79,0,2,77,74
111336,SAN JOAQUIN,PUBLIC,68676,RICHARD A. PITTMAN EL,94,0,0,90,89
6115422,SAN JOAQUIN,PUBLIC,68676,RIO CALAVERAS ELEMENT,94,0,0,93,91
6042758,SAN JOAQUIN,PUBLIC,68676,ROOSEVELT ELEM.,59,0,0,59,56
108647,SAN JOAQUIN,PUBLIC,68676,ROSA PARKS ACADEMY,60,0,0,60,60
