SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
6905178,SANTA CLARA,PRIVATE,69377,SAINT THOMAS MORE,10,0,0,10,10
6980247,SANTA CLARA,PRIVATE,69377,SAINT VICTOR ELEM.,32,0,0,32,32
6980445,SANTA CLARA,PRIVATE,69385,ST. FRANCES CABRINI,72,0,0,72,72
7077639,SANTA CLARA,PRIVATE,69393,CASA DI MIR MONTESSOR,20,0,4,16,16
6980528,SANTA CLARA,PRIVATE,69393,SAINT LUCY'S PARISH,35,0,0,35,35
6914956,SANTA CLARA,PRIVATE,69393,SAN JOSE CHRTN.,22,0,0,22,15
6908198,SANTA CLARA,PRIVATE,69393,SAN JOSE MONTESSORI,15,0,2,13,13
6137400,SANTA CLARA,PRIVATE,69393,STARBRIGHT SCHOOL - C,24,0,1,23,23
6983522,SANTA CLARA,PRIVATE,69393,THE HARKER SCHOOL,79,0,0,79,79
6903793,SANTA CLARA,PRIVATE,69419,BETHEL LUTHERAN ELEM.,11,0,1,10,10
6202642,SANTA CLARA,PRIVATE,69419,FUTURE ASSETS,12,0,0,12,3
9843503,SANTA CLARA,PRIVATE,69419,ONE WORLD MONTESSORI,18,0,1,17,17
6979421,SANTA CLARA,PRIVATE,69419,QUEEN OF APOSTLES,34,0,0,34,34
6979447,SANTA CLARA,PRIVATE,69419,RESURRECTION,23,0,0,23,23
6980460,SANTA CLARA,PRIVATE,69419,SAINT JOSEPH OF CUPER,36,0,1,35,35
6980239,SANTA CLARA,PRIVATE,69419,SAINT SIMON,59,0,1,58,55
6987721,SANTA CLARA,PRIVATE,69419,SOUTH PENINSULA HEBRE,29,0,0,29,29
7102205,SANTA CLARA,PRIVATE,69419,STARBRIGHT,37,0,7,30,30
7034259,SANTA CLARA,PRIVATE,69435,EAST VALLEY CHRISTIAN,65,0,0,65,61
6940522,SANTA CLARA,PRIVATE,69435,LIBERTY BAPTIST,12,0,0,12,12
6956478,SANTA CLARA,PRIVATE,69450,TOWER ACADEMY,14,0,0,14,10
7090301,SANTA CLARA,PRIVATE,69484,PACIFIC WEST CHRTN. A,32,0,1,31,31
6966147,SANTA CLARA,PRIVATE,69484,ST. MARY SCH.,34,0,0,34,34
6996250,SANTA CLARA,PRIVATE,69518,CANTERBURY CHRTN.,11,0,0,11,11
6139323,SANTA CLARA,PRIVATE,69518,HERITAGE ACADEMY,13,0,2,11,9
6916357,SANTA CLARA,PRIVATE,69518,LOS ALTOS CHRTN.,28,0,0,28,28
6979355,SANTA CLARA,PRIVATE,69518,MIRAMONTE,12,0,0,12,12
6913610,SANTA CLARA,PRIVATE,69518,PINEWOOD - LOWER CAMP,37,0,1,36,36
6980213,SANTA CLARA,PRIVATE,69518,SAINT NICHOLAS,22,0,0,22,22
6955967,SANTA CLARA,PRIVATE,69518,WALDORF SCH.  OF THE,44,0,32,12,10
6979322,SANTA CLARA,PRIVATE,69526,HILLBROOK ELEM.,28,0,1,27,27
6904932,SANTA CLARA,PRIVATE,69526,LOS GATOS CHRTN.,42,1,2,39,38
6980551,SANTA CLARA,PRIVATE,69526,ST. MARY'S ELEM.,33,0,1,32,32
6203152,SANTA CLARA,PRIVATE,69526,STRATFORD,58,0,0,57,52
6916977,SANTA CLARA,PRIVATE,69526,YAVNEH DAY SCHOOL,14,0,1,13,13
6908099,SANTA CLARA,PRIVATE,69575,CAMPBELL CHRTN.,32,0,1,31,30
7103385,SANTA CLARA,PRIVATE,69575,CHALLENGER,105,0,0,105,102
6991384,SANTA CLARA,PRIVATE,69575,OLD ORCHARD,16,0,0,15,15
6139083,SANTA CLARA,PRIVATE,69575,PREMIER INTERNATIONAL,16,0,0,16,16
6998058,SANTA CLARA,PRIVATE,69575,PRIMARY PLUS - AMBER,55,0,0,55,54
6916266,SANTA CLARA,PRIVATE,69575,PRIMARY PLUS (EL QUIT,13,0,1,12,12
6135321,SANTA CLARA,PRIVATE,69575,TRUST MONTESSORI SCHO,17,0,0,17,17
6903033,SANTA CLARA,PRIVATE,69583,CROSSROADS CHRISTIAN,18,0,1,17,16
7100910,SANTA CLARA,PRIVATE,69583,LITTLE SONSHINE SCHOO,26,0,1,25,15
7099948,SANTA CLARA,PRIVATE,69583,OAKWOOD COUNTRY SCHOO,21,0,2,19,19
6980403,SANTA CLARA,PRIVATE,69583,SAINT CATHERINE,34,0,1,33,33
943502,SANTA CLARA,PRIVATE,69583,STRATFORD,15,0,0,15,11
6138838,SANTA CLARA,PRIVATE,69583,STRATFORD SCHOOL,15,0,0,15,11
6980478,SANTA CLARA,PRIVATE,69591,SAINT JOSEPH'S ELEM.,22,0,1,21,21
6204135,SANTA CLARA,PRIVATE,69591,YEW CHUNG INTERNATION,31,0,0,31,31
6131973,SANTA CLARA,PRIVATE,69625,CHALLENGER,97,0,2,95,93
9143504,SANTA CLARA,PRIVATE,69625,KINDER-CARE #1187,19,0,0,19,17
6137574,SANTA CLARA,PRIVATE,69625,LEGACY CHRISTIAN SCHO,17,0,0,17,13
6206015,SANTA CLARA,PRIVATE,69625,STRATFORD,78,1,0,77,71
7098288,SANTA CLARA,PRIVATE,69633,CHALLENGER,123,0,1,122,122
7089956,SANTA CLARA,PRIVATE,69641,BOWMAN INTERNATIONAL,30,0,1,29,29
7099344,SANTA CLARA,PRIVATE,69641,CHALLENGER,58,0,0,58,49
7072002,SANTA CLARA,PRIVATE,69641,GIDEON HAUSNER JEWISH,48,0,0,47,47
7082472,SANTA CLARA,PRIVATE,69641,INTERNATIONAL SCH.  O,84,0,5,77,76
6991376,SANTA CLARA,PRIVATE,69641,KEYS SCH,36,0,3,33,33
6979470,SANTA CLARA,PRIVATE,69641,ST. ELIZABETH SETON,29,0,0,29,28
6131981,SANTA CLARA,PRIVATE,69641,STRATFORD SCHOOL,33,0,0,33,30
6916431,SANTA CLARA,PRIVATE,69666,ACHIEVER CHRTN.,38,2,0,36,35
6924997,SANTA CLARA,PRIVATE,69666,ALMADEN COUNTRY,65,1,6,58,56
6203087,SANTA CLARA,PRIVATE,69666,CARDEN DAY SCHOOL OF,41,1,2,38,37
7098270,SANTA CLARA,PRIVATE,69666,CHALLENGER,26,0,0,26,25
7019169,SANTA CLARA,PRIVATE,69666,HOLY FAMILY SCHOOL,36,0,0,36,34
7101579,SANTA CLARA,PRIVATE,69666,HOLY SPIRIT,59,0,0,59,59
6913768,SANTA CLARA,PRIVATE,69666,MULBERRY,21,0,2,19,19
6916274,SANTA CLARA,PRIVATE,69666,ONE WORLD MONTESSORI,20,0,1,19,19
6980411,SANTA CLARA,PRIVATE,69666,SAINT CHRISTOPHER,58,0,0,58,58
6980510,SANTA CLARA,PRIVATE,69666,ST. LEO THE GREAT,30,0,0,30,30
6980544,SANTA CLARA,PRIVATE,69666,ST. MARTIN OF TOURS E,36,0,0,36,36
6980221,SANTA CLARA,PRIVATE,69666,ST. PATRICK ELEM.,30,0,0,30,30
6992325,SANTA CLARA,PRIVATE,69674,CARDEN ACADEMY OF SAN,45,0,1,44,42
7061401,SANTA CLARA,PRIVATE,69674,DELPHI ACAD. OF SANTA,21,0,1,20,20
7084692,SANTA CLARA,PRIVATE,69674,GRANADA ISLAMIC,55,0,0,55,52
6997340,SANTA CLARA,PRIVATE,69674,KINDER-CARE #460,11,0,0,11,11
7090608,SANTA CLARA,PRIVATE,69674,MONTICELLO ACADEMY,38,0,0,38,38
7105125,SANTA CLARA,PRIVATE,69674,NORTH VALLEY BAPTIST,24,0,3,6,5
6980494,SANTA CLARA,PRIVATE,69674,SAINT JUSTIN,32,0,0,32,32
6980502,SANTA CLARA,PRIVATE,69674,SAINT LAWRENCE ELEM.,29,0,0,29,29
7089618,SANTA CLARA,PRIVATE,69674,SANTA CLARA CHRTN.,13,0,0,13,7
6980429,SANTA CLARA,PRIVATE,69674,ST. CLARE'S,33,0,0,33,33
943501,SANTA CLARA,PRIVATE,69674,STRATFORD SCHOOL,29,0,0,29,28
6137681,SANTA CLARA,PRIVATE,69674,STRATFORD SCHOOL,36,0,1,35,35
6979462,SANTA CLARA,PRIVATE,69682,SACRED HEART,15,0,0,15,15
6980387,SANTA CLARA,PRIVATE,69682,ST. ANDREW'S,25,0,1,24,24
7083058,SANTA CLARA,PRIVATE,69690,CHALLENGER,71,0,0,71,66
7082738,SANTA CLARA,PRIVATE,69690,FRENCH AMERICAN SCH.,22,1,2,19,19
6925929,SANTA CLARA,PRIVATE,69690,RAINBOW MONTESSORI C.,150,0,0,147,142
6205074,SANTA CLARA,PRIVATE,69690,SILICON VALLEY ACADEM,20,0,2,18,18
6980437,SANTA CLARA,PRIVATE,69690,ST. CYPRIAN,19,0,0,19,19
6980536,SANTA CLARA,PRIVATE,69690,ST. MARTIN'S ELEM.,26,0,1,24,24
6202956,SANTA CLARA,PRIVATE,69690,STRATFORD,60,0,0,60,60
7102759,SANTA CLARA,PRIVATE,69690,STRATFORD,62,0,0,62,53
6923825,SANTA CLARA,PRIVATE,69690,SUNNYVALE CHRTN.,23,0,1,22,19
6132054,SANTA CLARA,PRIVATE,69708,CHALLENGER,33,0,1,32,31
6917025,SANTA CLARA,PRIVATE,69708,ST. TIMOTHY'S LUTHERA,12,0,0,12,10
6980338,SANTA CLARA,PRIVATE,69708,VALLEY CHRTN. ELEM.,65,0,5,60,60
7104037,SANTA CLARA,PRIVATE,69724,CANYON HEIGHTS ACADEM,38,0,3,35,34
7102436,SANTA CLARA,PRIVATE,69724,GERMAN INTERNATIONAL,28,0,10,17,18
6904791,SANTA CLARA,PRIVATE,73387,FOOTHILL SDA,13,0,1,12,12
6133409,SANTA CLARA,PRIVATE,73387,MERRYHILL YOSEMITE EL,77,0,0,77,56
7094600,SANTA CLARA,PRIVATE,73387,MILPITAS MONTESSORI,17,0,0,17,11
7028806,SANTA CLARA,PRIVATE,73387,ST. JOHN THE BAPTIST,28,0,0,28,27
6049563,SANTA CRUZ,PUBLIC,69732,BONNY DOON ELEM.,14,0,7,7,7
6049571,SANTA CRUZ,PUBLIC,69757,HAPPY VALLEY ELEM.,19,0,3,16,16
6114102,SANTA CRUZ,PUBLIC,69765,DEL MAR ELEMENTARY,85,0,5,80,74
6049597,SANTA CRUZ,PUBLIC,69765,GREEN ACRES,71,0,5,66,63
6049605,SANTA CRUZ,PUBLIC,69765,LIVE OAK ELEM.,62,1,3,58,51
6118673,SANTA CRUZ,PUBLIC,69765,OCEAN ALTERNATIVE EDU,12,0,8,4,1
100388,SANTA CRUZ,PUBLIC,69765,TIERRA PACIFICA CHART,15,0,0,15,14
6049613,SANTA CRUZ,PUBLIC,69773,MOUNTAIN ELEM.,15,0,4,11,10
6049621,SANTA CRUZ,PUBLIC,69781,PACIFIC ELEM.,18,0,9,9,8
6049829,SANTA CRUZ,PUBLIC,69799,ALIANZA CHARTER,88,0,2,86,81
6049639,SANTA CRUZ,PUBLIC,69799,AMESTI ELEM.,96,0,1,95,95
6117253,SANTA CRUZ,PUBLIC,69799,ANN SOLDO ELEMENTARY,127,0,0,127,126
6049662,SANTA CRUZ,PUBLIC,69799,BRADLEY ELEM.,82,0,4,73,64
6049670,SANTA CRUZ,PUBLIC,69799,CALABASAS ELEM.,101,0,2,99,95
6049696,SANTA CRUZ,PUBLIC,69799,FREEDOM ELEM.,105,0,0,105,105
6049704,SANTA CRUZ,PUBLIC,69799,H. A. HYDE ELEM.,99,0,0,99,97
6049712,SANTA CRUZ,PUBLIC,69799,HALL DISTRICT ELEM.,111,0,0,105,101
102673,SANTA CRUZ,PUBLIC,69799,LANDMARK ELEMENTARY,102,0,1,101,101
6049720,SANTA CRUZ,PUBLIC,69799,LINSCOTT CHARTER,22,0,1,21,21
6049803,SANTA CRUZ,PUBLIC,69799,MACQUIDDY ELEM.,125,1,1,123,121
6049738,SANTA CRUZ,PUBLIC,69799,MAR VISTA ELEM.,69,0,5,62,48
6049746,SANTA CRUZ,PUBLIC,69799,MINTIE WHITE ELEM.,112,0,0,112,109
6108138,SANTA CRUZ,PUBLIC,69799,OHLONE ELEM.,89,0,0,89,87
102665,SANTA CRUZ,PUBLIC,69799,RADCLIFF ELEMENTARY,94,0,0,94,93
6049779,SANTA CRUZ,PUBLIC,69799,RIO DEL MAR ELEM.,73,1,4,67,60
6108146,SANTA CRUZ,PUBLIC,69799,STARLIGHT ELEM.,110,0,0,110,99
6049811,SANTA CRUZ,PUBLIC,69799,VALENCIA ELEM.,56,0,8,48,48
6119077,SANTA CRUZ,PUBLIC,69799,WATSONVILLE CHARTER S,43,0,1,37,32
6049837,SANTA CRUZ,PUBLIC,69807,BOULDER CREEK ELEM.,86,1,15,70,65
110007,SANTA CRUZ,PUBLIC,69807,OCEAN GROVE CHARTER S,139,0,84,55,55
6049852,SANTA CRUZ,PUBLIC,69807,SAN LORENZO VALLEY EL,89,0,8,80,77
4430179,SANTA CRUZ,PUBLIC,69807,SLVUSD CHARTER SCHOOL,19,0,9,10,4
6049860,SANTA CRUZ,PUBLIC,69815,BAY VIEW ELEM.,96,0,12,84,73
6049886,SANTA CRUZ,PUBLIC,69815,DE LAVEAGA ELEM.,108,0,18,90,88
6049894,SANTA CRUZ,PUBLIC,69815,GAULT ELEM.,75,0,8,67,65
6108203,SANTA CRUZ,PUBLIC,69815,MONARCH COMMUNITY SCH,15,0,4,10,7
6049928,SANTA CRUZ,PUBLIC,69815,WESTLAKE ELEM.,81,0,9,69,66
6111421,SANTA CRUZ,PUBLIC,69849,MAIN ST. ELEM.,72,0,6,66,58
6049977,SANTA CRUZ,PUBLIC,69849,SANTA CRUZ GARDENS EL,70,0,6,62,53
6049985,SANTA CRUZ,PUBLIC,69849,SOQUEL ELEM.,70,0,11,59,57
6049936,SANTA CRUZ,PUBLIC,75432,BROOK KNOLL ELEM.,89,0,2,87,85
6049951,SANTA CRUZ,PUBLIC,75432,VINE HILL ELEM.,73,0,1,70,58
6988026,SANTA CRUZ,PRIVATE,69799,GREEN VALLEY CHRTN.,21,0,0,21,21
6980064,SANTA CRUZ,PRIVATE,69799,MORELAND NOTRE DAME,18,0,0,18,18
6911812,SANTA CRUZ,PRIVATE,69799,MT. MADONNA,11,0,3,8,7
6902456,SANTA CRUZ,PRIVATE,69799,SALESIAN ELEMENTARY A,16,0,0,16,12
6988018,SANTA CRUZ,PRIVATE,69815,GATEWAY SCHOOL,34,0,6,28,25
6980049,SANTA CRUZ,PRIVATE,69815,HOLY CROSS ELEM & JR.,18,0,1,17,10
6900088,SANTA CRUZ,PRIVATE,69815,SANTA CRUZ WALDORF,36,0,35,1,1
6902472,SANTA CRUZ,PRIVATE,69815,SPRING HILL ADVANCED,10,0,1,9,9
6980023,SANTA CRUZ,PRIVATE,69849,GOOD SHEPHERD CATHOLI,28,0,0,28,28
6980080,SANTA CRUZ,PRIVATE,69849,SANTA CRUZ MONTESSORI,37,0,6,31,30
7091663,SANTA CRUZ,PRIVATE,69849,TARA REDWOOD,16,0,7,8,3
6916779,SANTA CRUZ,PRIVATE,69849,TWIN LAKES CHRISTIAN,39,0,0,39,37
6931158,SANTA CRUZ,PRIVATE,75432,BAYMONTE CHRTN. SCH.,35,0,0,35,35
111674,SHASTA,PUBLIC,10454,CHRYSALIS CHARTER,19,0,8,8,7
6050074,SHASTA,PUBLIC,69872,BELLA VISTA SCHOOL,31,0,2,29,29
6050082,SHASTA,PUBLIC,69880,BLACK BUTTE ELEM.,29,0,2,23,20
6050132,SHASTA,PUBLIC,69914,ANDERSON HEIGHTS ELEM,48,0,3,43,39
6050140,SHASTA,PUBLIC,69914,MEADOW LANE ELEM.,70,0,1,64,53
6050157,SHASTA,PUBLIC,69914,VERDE VALE ELEM.,41,0,0,41,39
6050181,SHASTA,PUBLIC,69948,COLUMBIA ELEM.,91,0,2,88,84
6050199,SHASTA,PUBLIC,69955,EAST COTTONWOOD ELEM.,112,0,13,99,99
6050215,SHASTA,PUBLIC,69971,ALTA MESA ELEM.,54,0,0,49,51
6111470,SHASTA,PUBLIC,69971,BOULDER CREEK,99,0,6,93,93
6050223,SHASTA,PUBLIC,69971,LASSEN VIEW ELEM.,95,0,5,90,85
6050231,SHASTA,PUBLIC,69971,MISTLETOE ELEM.,71,0,4,67,65
6050256,SHASTA,PUBLIC,69971,ROTHER ELEM.,97,1,1,95,85
6050264,SHASTA,PUBLIC,69971,SHASTA MEADOWS ELEM.,52,2,0,45,29
6050272,SHASTA,PUBLIC,69989,BURNEY ELEM.,60,0,3,54,44
6050280,SHASTA,PUBLIC,69989,FALL RIVER ELEM,48,0,2,45,38
6050330,SHASTA,PUBLIC,70003,GRANT ELEM.,57,0,6,51,51
6097703,SHASTA,PUBLIC,70011,HAPPY VALLEY PRIMARY,47,0,5,41,42
6050355,SHASTA,PUBLIC,70029,IGO-ONO ELEM.,10,0,2,8,5
6050397,SHASTA,PUBLIC,70045,JUNCTION ELEM.,23,0,0,23,21
6050405,SHASTA,PUBLIC,70052,MILLVILLE ELEM.,23,0,2,20,18
6050421,SHASTA,PUBLIC,70078,NORTH COW CREEK ELEM.,22,0,2,20,20
6050454,SHASTA,PUBLIC,70094,PRAIRIE ELEM.,59,0,1,58,58
6050462,SHASTA,PUBLIC,70110,BONNY VIEW ELEM.,54,0,0,46,37
6050470,SHASTA,PUBLIC,70110,CYPRESS ELEM.,41,0,1,37,33
6050488,SHASTA,PUBLIC,70110,JUNIPER SCHOOL,30,0,0,30,27
6050512,SHASTA,PUBLIC,70110,MANZANITA ELEM.,115,0,4,106,100
6117931,SHASTA,PUBLIC,70110,MONARCH LEARNING CENT,14,0,1,13,13
6116925,SHASTA,PUBLIC,70110,STELLAR CHARTER SCHOO,12,0,2,10,10
6050538,SHASTA,PUBLIC,70110,SYCAMORE ELEM.,39,0,0,37,29
6101612,SHASTA,PUBLIC,70110,TURTLE BAY SCH.,70,0,4,66,65
120170,SHASTA,PUBLIC,75267,ACADEMY OF PERSONALIZ,19,0,9,10,7
6050090,SHASTA,PUBLIC,75267,BUCKEYE SCHOOL OF THE,85,0,3,82,81
6050579,SHASTA,PUBLIC,75267,GRAND OAKS ELEMENTARY,52,0,0,52,52
6117840,SHASTA,PUBLIC,75267,NORTH WOODS DISCOVERY,22,0,1,18,16
115345,SHASTA,PUBLIC,75267,REDDING SCHOOL OF THE,66,0,10,56,56
113407,SHASTA,PUBLIC,75267,ROCKY POINT CHARTER,21,0,2,14,14
110221,SHASTA,PUBLIC,75267,SHASTA LAKE SCHOOL,54,0,0,54,54
7045198,SHASTA,PRIVATE,69971,BETHEL CHRTN.SCHOOL,24,0,9,15,15
6915631,SHASTA,PRIVATE,69971,COUNTRY CHRTN. SCHOOL,24,0,2,22,21
6940852,SHASTA,PRIVATE,69971,LIBERTY CHRISTIAN SCH,12,0,1,11,10
7010309,SHASTA,PRIVATE,69971,MONTESSORI CHILDREN'S,11,0,2,9,9
7079163,SHASTA,PRIVATE,69971,REDDING CHRISTIAN SCH,31,0,3,25,24
6980155,SHASTA,PRIVATE,70110,SAINT JOSEPH'S CATH.,24,0,1,23,21
6050629,SIERRA,PUBLIC,70177,LOYALTON ELEM.,28,0,2,26,26
117168,SISKIYOU,PUBLIC,10470,GOLDEN EAGLE CHARTER,17,0,15,2,2
6069405,SISKIYOU,PUBLIC,10470,SPECIAL EDUCATION (CO,12,0,3,9,9
6050652,SISKIYOU,PUBLIC,70185,BIG SPRINGS ELEM.,12,0,0,12,12
6050678,SISKIYOU,PUBLIC,70201,BUTTEVILLE ELEM.,19,0,4,15,15
6050710,SISKIYOU,PUBLIC,70243,DUNSMUIR ELEM.,11,0,3,8,8
6050777,SISKIYOU,PUBLIC,70326,GRENADA ELEM.,20,0,1,19,15
6050785,SISKIYOU,PUBLIC,70334,HAPPY CAMP ELEM.,16,0,0,12,5
6050850,SISKIYOU,PUBLIC,70409,MCCLOUD ELEM.,10,0,0,10,10
6050876,SISKIYOU,PUBLIC,70417,MONTAGUE ELEM.,23,0,0,14,14
6050884,SISKIYOU,PUBLIC,70425,MOUNT SHASTA ELEM.,58,0,9,49,49
6050942,SISKIYOU,PUBLIC,70482,WEED ELEM.,34,0,5,29,29
6067136,SISKIYOU,PUBLIC,70508,EVERGREEN LANE ELEM.,129,0,4,125,124
6050702,SISKIYOU,PUBLIC,73684,BUTTE VALLEY ELEM.,25,0,1,24,24
6050728,SISKIYOU,PUBLIC,76455,ETNA ELEM.,43,0,7,36,35
6050751,SISKIYOU,PUBLIC,76455,FORT JONES ELEM.,23,0,0,23,23
6069538,SOLANO,PUBLIC,10488,SPECIAL EDUCATION,16,1,1,14,14
122523,SOLANO,PUBLIC,12252,ALTERNATIVE COOPERATI,17,0,0,16,16
6050991,SOLANO,PUBLIC,70524,FARMAR (MARY) ELEM.,65,0,0,65,63
6106462,SOLANO,PUBLIC,70524,JOE HENDERSON ELEM.,88,0,4,84,81
6051015,SOLANO,PUBLIC,70524,SEMPLE (ROBERT) ELEM.,84,0,0,84,75
6111165,SOLANO,PUBLIC,70524,TURNER (MATTHEW) ELEM,85,0,2,82,81
6051049,SOLANO,PUBLIC,70532,ANDERSON (LINFORD L.),63,0,1,62,62
6120240,SOLANO,PUBLIC,70532,GRETCHEN HIGGINS,90,1,0,89,87
6110282,SOLANO,PUBLIC,70532,TREMONT ELEM.,91,0,1,90,87
113092,SOLANO,PUBLIC,70540,CORDELIA HILLS,74,0,0,74,74
6051106,SOLANO,PUBLIC,70540,CRESCENT ELEM.,121,0,3,118,118
112664,SOLANO,PUBLIC,70540,DAVID A. WEIR ELEMENT,92,0,0,92,91
6051163,SOLANO,PUBLIC,70540,FAIRVIEW ELEM.,87,0,0,87,87
6051098,SOLANO,PUBLIC,70540,GORDON (CLEO) ELEM.,116,0,0,116,115
6051197,SOLANO,PUBLIC,70540,JONES (K. I.) ELEM.,85,0,1,84,84
6051064,SOLANO,PUBLIC,70540,KYLE (ANNA) ELEM.,131,0,0,130,127
6111405,SOLANO,PUBLIC,70540,LAUREL CREEK ELEM.,117,0,0,117,117
6115752,SOLANO,PUBLIC,70540,NELDA MUNDY ELEM.,113,1,4,107,105
6106405,SOLANO,PUBLIC,70540,OAKBROOK ELEM.,60,0,0,60,59
113084,SOLANO,PUBLIC,70540,ROLLING HILLS ELEM.,90,0,0,90,90
6109128,SOLANO,PUBLIC,70540,ROOT (DAN O.) ELEM.,131,1,1,127,128
6051148,SOLANO,PUBLIC,70540,SHELDON (E. RUTH) ELE,115,0,1,113,111
6100754,SOLANO,PUBLIC,70540,SUISUN ELEM.,83,0,1,82,79
6051221,SOLANO,PUBLIC,70540,SUISUN VALLEY ELEM.,41,0,0,41,41
6051239,SOLANO,PUBLIC,70540,TOLENAS ELEM.,122,0,5,115,113
6109136,SOLANO,PUBLIC,70540,WILSON (GALE) ELEM.,88,0,1,87,87
6103154,SOLANO,PUBLIC,70565,CAMBRIDGE,115,0,2,113,113
6051254,SOLANO,PUBLIC,70565,CTR. ELEM.,53,1,0,50,49
6111652,SOLANO,PUBLIC,70565,FOXBORO ELEM.,90,0,6,84,84
6068290,SOLANO,PUBLIC,70565,SCANDIA ELEM.,84,4,0,80,80
6051270,SOLANO,PUBLIC,70565,TRAVIS ELEM.,86,0,2,84,82
6051288,SOLANO,PUBLIC,70573,ALAMO ELEM.,68,0,2,66,66
6109672,SOLANO,PUBLIC,70573,BROWNS VALLEY ELEM.,111,0,5,106,106
6109094,SOLANO,PUBLIC,70573,CALLISON (JEAN) ELEM.,107,1,1,105,105
6110241,SOLANO,PUBLIC,70573,COOPER ELEM.,107,0,0,107,107
6051338,SOLANO,PUBLIC,70573,FAIRMONT ELEM.,93,0,0,93,93
6051346,SOLANO,PUBLIC,70573,HEMLOCK ELEM.,43,0,0,43,39
6051296,SOLANO,PUBLIC,70573,MARKHAM (EDWIN) ELEM.,114,0,0,114,113
6097950,SOLANO,PUBLIC,70573,ORCHARD ELEM.,48,0,2,46,46
6051320,SOLANO,PUBLIC,70573,PADAN (EUGENE) ELEM.,87,0,4,81,81
6097943,SOLANO,PUBLIC,70573,SIERRA VISTA ELEM.,50,0,1,49,47
6051387,SOLANO,PUBLIC,70581,BEVERLY HILLS ELEM.,57,0,0,57,56
6051429,SOLANO,PUBLIC,70581,CAVE (ELMER) ELEM.,55,0,2,53,50
6051395,SOLANO,PUBLIC,70581,COOPER ELEM.,91,0,0,91,91
6051445,SOLANO,PUBLIC,70581,FEDERAL TERRACE ELEM.,90,0,0,90,90
6107684,SOLANO,PUBLIC,70581,GLEN COVE ELEM.,84,0,6,78,78
6051478,SOLANO,PUBLIC,70581,HIGHLAND ELEM.,112,0,0,112,110
6051494,SOLANO,PUBLIC,70581,LINCOLN ELEM.,27,0,1,26,26
6051502,SOLANO,PUBLIC,70581,LOMA VISTA ELEM.,56,0,0,56,56
6051437,SOLANO,PUBLIC,70581,MARE ISLAND ELEMENTAR,41,0,1,40,40
6051411,SOLANO,PUBLIC,70581,MINI (DAN) ELEM.,89,0,0,89,88
6099667,SOLANO,PUBLIC,70581,PATTERSON (GRACE) ELE,56,0,0,56,55
6051379,SOLANO,PUBLIC,70581,PENNYCOOK (ANNIE) ELE,85,0,2,83,81
6051544,SOLANO,PUBLIC,70581,STEFFAN MANOR ELEM.,122,0,1,119,120
115469,SOLANO,PUBLIC,70581,VALLEJO CHARTER SCHOO,56,0,2,54,53
6110134,SOLANO,PUBLIC,70581,WARDLAW (JOSEPH E.) E,114,0,0,114,112
6071302,SOLANO,PUBLIC,70581,WIDEMANN ELEM.,73,0,0,73,70
122267,SOLANO,PUBLIC,76661,DIXON MONTESSORI CHAR,42,3,0,39,39
9148508,SOLANO,PRIVATE,70524,KINDER-CARE #1101,21,0,0,5,17
6982052,SOLANO,PRIVATE,70524,SAINT DOMINIC SCH.,37,0,0,37,34
7078066,SOLANO,PRIVATE,70532,NEIGHBORHOOD CHRTN.,15,0,1,14,14
6982037,SOLANO,PRIVATE,70540,HOLY SPIRIT,40,1,0,39,30
6908412,SOLANO,PRIVATE,70540,SOLANO CHRTN. ACAD.,19,0,0,19,19
7081938,SOLANO,PRIVATE,70573,BETHANY LUTHERAN KDGN,23,0,0,23,20
7023005,SOLANO,PRIVATE,70573,NOTRE DAME,38,0,0,38,30
6996425,SOLANO,PRIVATE,70573,VACAVILLE CHRTN. ACAD,72,0,4,68,64
6921258,SOLANO,PRIVATE,70581,NORTH HILLS CHRTN.,31,0,0,31,31
6900724,SOLANO,PRIVATE,70581,SONSHINE KINDERGARTEN,15,0,0,15,15
6982045,SOLANO,PRIVATE,70581,ST. BASIL'S ELEM.,31,0,0,31,31
7010598,SOLANO,PRIVATE,70581,ST. CATHERINE OF SIEN,32,0,0,32,27
6982060,SOLANO,PRIVATE,70581,ST. VINCENT FERRER,38,0,0,38,38
6069413,SONOMA,PUBLIC,10496,SONOMA SPECIAL EDUCAT,17,0,2,13,9
6051577,SONOMA,PUBLIC,70599,ALEXANDER VALLEY ELEM,18,0,2,16,15
6051585,SONOMA,PUBLIC,70615,BELLEVUE ELEM.,70,0,0,69,70
6051593,SONOMA,PUBLIC,70615,KAWANA ELEM.,53,0,1,52,51
6115695,SONOMA,PUBLIC,70615,MEADOW VIEW ELEMENTAR,57,0,0,57,56
113506,SONOMA,PUBLIC,70615,TAYLOR MOUNTAIN ELEM.,68,0,0,67,68
6051619,SONOMA,PUBLIC,70623,YULUPA ELEM.,148,0,12,136,136
6051635,SONOMA,PUBLIC,70649,CINNABAR ELEM.,31,0,2,28,28
6051643,SONOMA,PUBLIC,70656,JEFFERSON ELEM.,156,0,8,148,148
122440,SONOMA,PUBLIC,70672,DUNHAM CHARTER,26,0,2,23,23
6051718,SONOMA,PUBLIC,70680,FORESTVILLE ELEM.,35,0,2,33,33
